WT_AGO1.1	WT_AGO1.2	deltaN.1	deltaN.2	baseMean	log2FC	lfcSE	stat	p.value	q.value	q.value_BH	ranking
transcript:at5g08712	1	0	0	0	0.256672524020085	-1.50244803351832	4.99583519685547	-0.300740111375974	0.763612679420479	0.950670363942787	1	90
transcript:at5g08717	0	0	0	0	0	NA	NA	NA	1	1	1	238
transcript:at5g01735	0	0	0	0	0	NA	NA	NA	1	1	1	238
transcript:at5g01745	0	0	0	0	0	NA	NA	NA	1	1	1	238
transcript:at5g01755	0	0	0	0	0	NA	NA	NA	1	1	1	238
transcript:at5g10945	0	2	1	0	0.758630708240352	-1.00742288982304	3.87043611549717	-0.260286660149056	0.794642661735323	0.950670363942787	1	120.5
transcript:at5g01915	15	19	9	12	13.7710539825511	-0.749206660279236	0.861672376146414	-0.869479724567534	0.384584793281472	0.950670363942787	1	26
transcript:at5g11977	1	0	2	0	0.766181789719353	0.986965494828374	3.85924883898354	0.255740310098357	0.798151366963606	0.950670363942787	1	123
transcript:at5g13887	3	0	2	2	1.75308545615808	0.355047245554905	2.45406763471585	0.144677041713243	0.884965866478838	0.974466952256151	1	134
transcript:at5g14545	38	38	55	70	49.9132577958662	0.662973672255498	0.470189529501625	1.41001368737031	0.158535641380029	0.950670363942787	1	8
transcript:at5g14565	0	2	4	5	2.70679115278565	2.12337414934857	2.09217264085755	1.01491344828897	0.310147087035136	0.950670363942787	1	21
transcript:at5g15833	0	0	0	0	0	NA	NA	NA	1	1	1	238
transcript:at5g03145	0	0	0	0	0	NA	NA	NA	1	1	1	238
transcript:at5g03225	0	0	0	0	0	NA	NA	NA	1	1	1	238
transcript:at5g03265	1	2	3	0	1.5248124979597	-0.004178679629548	2.63159996632771	-0.00158788557646137	0.99873305114663	0.99873305114663	1	150
transcript:at5g03305	0	0	0	0	0	NA	NA	NA	1	1	1	238
transcript:at5g03425	0	1	0	0	0.251938037695359	-1.4889087282958	4.99680329447386	-0.297972251567804	0.765724342199757	0.950670363942787	1	97
transcript:at5g03475	4	12	7	2	6.30678759677064	-0.85210428264392	1.33148201398035	-0.639966799173371	0.522194184286789	0.950670363942787	1	47
transcript:at5g23065	0	0	2	0	0.509509265699268	2.44055271379472	4.88883675171286	0.499209287963981	0.617631952051234	0.950670363942787	1	70.5
transcript:at5g24825	0	0	0	0	0	NA	NA	NA	1	1	1	238
transcript:at5g04145	0	0	0	0	0	NA	NA	NA	1	1	1	238
transcript:at5g26038	72	94	85	76	81.8119685641739	-0.0897997201800291	0.383811095177547	-0.2339685363668	0.815009405116683	0.950670363942787	1	128
transcript:at5g26147	0	0	0	0	0	NA	NA	NA	1	1	1	238
transcript:at5g04255	0	0	0	0	0	NA	NA	NA	1	1	1	238
transcript:at5g04415	176	140	126	165	151.61335926182	-0.175760426568262	0.304362733218383	-0.577470259613396	0.563621823561837	0.950670363942787	1	50
transcript:at5g27807	2	4	0	2	1.99465581722016	-1.66633446487059	2.36119579188217	-0.705716345336322	0.480364554059957	0.950670363942787	1	41
transcript:at5g04915	0	0	0	0	0	NA	NA	NA	1	1	1	238
transcript:at5g04935	0	0	0	3	0.710337927597835	2.92913401590407	4.25849707484367	0.687832811535181	0.491558071096039	0.950670363942787	1	43.5
transcript:at5g04955	0	0	0	0	0	NA	NA	NA	1	1	1	238
transcript:at5g04965	0	0	0	0	0	NA	NA	NA	1	1	1	238
transcript:at5g04975	0	0	0	0	0	NA	NA	NA	1	1	1	238
transcript:at5g04985	0	0	0	0	0	NA	NA	NA	1	1	1	238
transcript:at5g04995	0	0	0	0	0	NA	NA	NA	1	1	1	238
transcript:at5g05005	0	0	0	0	0	NA	NA	NA	1	1	1	238
transcript:at5g05035	0	0	0	0	0	NA	NA	NA	1	1	1	238
transcript:at5g35407	0	2	0	0	0.503876075390718	-2.48060859400872	4.89318198290591	-0.506952041161479	0.612188469457418	0.950670363942787	1	65
transcript:at5g05185	0	0	0	0	0	NA	NA	NA	1	1	1	238
transcript:at5g05315	0	0	0	0	0	NA	NA	NA	1	1	1	238
transcript:at5g05505	0	0	0	0	0	NA	NA	NA	1	1	1	238
transcript:at5g05915	0	0	0	0	0	NA	NA	NA	1	1	1	238
transcript:at5g39635	2	0	2	0	1.02285431373944	-0.0178347693046682	3.36608398710801	-0.00529837323518212	0.995772529577746	0.99873305114663	1	148.5
transcript:at5g39693	0	0	1	0	0.254754632849634	1.43041503375873	4.99110434712189	0.286592892930315	0.774424056884161	0.950670363942787	1	103.5
transcript:at5g40384	0	0	4	0	1.01901853139854	3.44082240833954	3.69120689339561	0.932167312131959	0.351250065611766	0.950670363942787	1	24
transcript:at5g06105	0	0	0	0	0	NA	NA	NA	1	1	1	238
transcript:at5g06175	0	0	0	0	0	NA	NA	NA	1	1	1	238
transcript:at5g41663	1	0	1	1	0.748206466068998	0.9431090169159	3.61210083354804	0.261097090135636	0.794017635609979	0.950670363942787	1	119
transcript:at5g41905	3	2	1	0	1.52864828030061	-2.35422688982238	2.75339318815735	-0.855027498414747	0.392535924668299	0.950670363942787	1	28
transcript:at5g43603	0	1	0	0	0.251938037695359	-1.4889087282958	4.99680329447386	-0.297972251567804	0.765724342199757	0.950670363942787	1	97
transcript:at5g06605	2	3	0	0	1.26915916112625	-3.81240215844565	3.08142080545757	-1.23722217741031	0.216004610290066	0.950670363942787	1	15
transcript:at5g45307	0	0	0	0	0	NA	NA	NA	1	1	1	238
transcript:at5g46845	2	5	8	0	3.81107229931404	0.191759881376673	1.81796521144112	0.105480501040316	0.915994541583692	0.981422723125384	1	140
transcript:at5g07055	0	0	0	0	0	NA	NA	NA	1	1	1	238
transcript:at5g07065	0	0	0	0	0	NA	NA	NA	1	1	1	238
transcript:at5g07075	0	0	0	0	0	NA	NA	NA	1	1	1	238
transcript:at5g07655	0	0	0	0	0	NA	NA	NA	1	1	1	238
transcript:at5g50717	0	0	0	0	0	NA	NA	NA	1	1	1	238
transcript:at5g07875	0	0	0	0	0	NA	NA	NA	1	1	1	238
transcript:at5g52797	0	0	0	0	0	NA	NA	NA	1	1	1	238
transcript:at5g07965	21	17	15	28	20.1242097955672	0.114556468064446	0.729721812806267	0.156986492734676	0.875255493342473	0.974466952256151	1	133
transcript:at5g08255	1	1	1	1	1.00014450376436	-0.0497006543904047	2.95310525519814	-0.0168299637484713	0.986572265664981	0.99873305114663	1	145
transcript:at5g55835	0	0	0	0	0	NA	NA	NA	1	1	1	238
transcript:at5g08800	0	0	0	0	0	NA	NA	NA	1	1	1	238
transcript:at5g58465	0	0	0	0	0	NA	NA	NA	1	1	1	238
transcript:at5g59505	0	0	0	0	0	NA	NA	NA	1	1	1	238
transcript:at5g08925	0	0	0	0	0	NA	NA	NA	1	1	1	238
transcript:at5g60408	0	0	0	0	0	NA	NA	NA	1	1	1	238
transcript:at5g62162	0	0	0	0	0	NA	NA	NA	1	1	1	238
transcript:at5g62848	0	0	0	0	0	NA	NA	NA	1	1	1	238
transcript:at5g63715	0	0	0	0	0	NA	NA	NA	1	1	1	238
transcript:at5g66045	0	4	1	0	1.26250678363107	-2.01281272680378	3.19997476091199	-0.629008938254917	0.529343204551451	0.950670363942787	1	48.5
