WT_AGO1.1	WT_AGO1.2	deltaN.1	deltaN.2	baseMean	log2FC	lfcSE	stat	p.value	q.value	q.value_BH	ranking
transcript:AT1G09443.1	127	146	139	140	136.44800950997	0.0114452620489249	0.320306703093966	0.0357321964803444	0.97149589785858	0.999461769492062	1	1563
transcript:AT1G09447.1	26	24	14	22	21.2886892575057	-0.51882933496835	0.722269132993002	-0.718332421071879	0.472552344255607	0.999461769492062	1	464
transcript:AT1G09453.1	23	39	27	28	28.6831056403305	-0.175157906894271	0.627583052799374	-0.279099166417844	0.780168722825982	0.999461769492062	1	1212
transcript:AT1G09457.1	7	4	1	1	3.30645663873094	-2.51559903554821	1.91597917720505	-1.31295739822072	0.189197303888531	1	1	139
transcript:AT1G09463.1	0	0	0	1	0.231929806976145	1.39464166302386	4.99342831208762	0.279295421073302	0.780018119987966	1	1	1191
transcript:AT1G09477.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G74545.1	6	2	4	2	3.58575203426021	-0.469433139455784	1.71523771694917	-0.273684011736138	0.784327465592738	1	1	1220
transcript:AT1G74545.2	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G09487.1	80	108	83	74	85.1613119091076	-0.267847667810829	0.39110497591496	-0.68484852994831	0.493439507888732	0.999461769492062	1	492
transcript:AT1G09493.1	3	0	0	2	1.2766337549334	-0.775959912092974	3.14477438640041	-0.246745812815258	0.805104949006499	1	1	1261
transcript:AT1G09497.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G09503.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G09507.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G09513.1	284	393	380	319	339.711052737433	0.042934198823878	0.258419868718207	0.166141245395862	0.86804579605359	0.999461769492062	1	1378
transcript:AT1G09517.1	29	34	15	24	25.121607365507	-0.725255431870582	0.668841508199235	-1.08434572761974	0.278211537512619	0.999461769492062	1	221
transcript:AT1G09523.1	123	168	113	139	133.445821964563	-0.22555153693676	0.325800406254848	-0.692299741211277	0.48874911258435	0.999461769492062	1	478
transcript:AT1G09527.1	3	3	7	4	4.2442430679127	0.866982673506409	1.5585290705724	0.556282644883865	0.578017649474735	1	1	617
transcript:AT1G09537.1	8	16	10	10	10.754312072624	-0.256937665549615	0.994015089131242	-0.258484673280137	0.796032876067856	0.999461769492062	1	1241
transcript:AT1G09543.1	77	69	64	55	66.0579367368374	-0.322425483961185	0.440671804355048	-0.73166805948267	0.464371196204101	0.999461769492062	1	450
transcript:AT1G09543.2	38	48	36	38	39.4667216139771	-0.233790984620283	0.535221188326073	-0.436811900798387	0.662247767543488	0.999461769492062	1	883
transcript:AT1G75295.1	12	11	16	23	15.2599739362264	0.719888146602391	0.842841543256423	0.854120388775587	0.393038288011685	0.999461769492062	1	373
transcript:AT1G75295.3	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G75295.2	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G75295.4	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G09547.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G09553.1	40	60	27	37	40.2000008446168	-0.660411424441308	0.540426673554994	-1.22201855822001	0.221700609057827	0.999461769492062	1	170
transcript:AT1G09557.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G09563.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G09567.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G09573.1	2	0	0	0	0.541849427320739	-2.57641244038388	4.88481558899932	-0.527432897607435	0.597893003264969	1	1	676.5
transcript:AT1G09577.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G09587.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G75891.1	2	1	10	0	3.36388942856125	1.75386048289298	2.05681199016544	0.852708216054255	0.393821133523385	1	1	375
transcript:AT1G75891.2	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G09593.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G09597.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G09603.1	0	0	1	1	0.491163298484602	2.41952833257009	4.64406797397233	0.520993307188941	0.602371433739058	1	1	707.5
transcript:AT1G09607.1	1	0	0	4	1.19864394156495	1.84279012295209	3.31768571539612	0.55544445165508	0.578590694987321	1	1	619
transcript:AT1G09613.1	0	0	0	1	0.231929806976145	1.39464166302386	4.99342831208762	0.279295421073302	0.780018119987966	1	1	1191
transcript:AT1G09617.1	54	45	57	44	49.9478839376096	0.00183440110539145	0.502794421161407	0.00364841181243452	0.997088995001429	0.999461769492062	1	1635
transcript:AT1G09623.1	107	181	69	56	101.440745060632	-1.1973529774571	0.388644708676533	-3.08084209234315	0.00206416086151016	0.139569030559033	0.615913844753685	13
transcript:AT1G09627.1	262	357	337	336	318.277092519022	0.110194964532208	0.248725955531778	0.443037656832438	0.657738497328182	0.999461769492062	1	878
transcript:AT1G09633.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G09637.1	13	14	18	15	14.8830424355623	0.272693190595843	0.846287302097759	0.3222229494876	0.747283799724511	0.999461769492062	1	1025
transcript:AT1G09647.1	11	4	16	13	11.061815549713	0.890796644453123	1.02881487460701	0.865847361308214	0.386573872786982	0.999461769492062	1	347
transcript:AT1G09653.1	1	6	2	0	2.16762221361291	-1.70501696122382	2.37812181139112	-0.716959473251896	0.47339910328666	1	1	465
transcript:AT1G09657.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G09663.1	12	11	5	5	8.23366900406277	-1.23336163071118	1.14084937540452	-1.08109068322351	0.279656777345635	0.999461769492062	1	223
transcript:AT1G09667.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G09673.1	8	13	12	11	10.8155936041492	0.130378225479898	0.984557985167265	0.132423105031998	0.894649640432294	0.999461769492062	1	1413
transcript:AT1G09677.1	62	80	97	99	83.2804387063767	0.450201875485994	0.389414617630984	1.15609906537359	0.247640638296168	0.999461769492062	1	201
transcript:AT1G76878.1	745	914	701	895	801.089215214581	-0.0808289345606884	0.202717185805621	-0.398727588090102	0.690093937688464	0.999461769492062	1	933
transcript:AT1G76892.1	31	35	31	30	31.4324765849758	-0.133304015896789	0.594299594305709	-0.224304403324592	0.822520450141291	0.999461769492062	1	1292
transcript:AT1G09683.1	1	0	0	0	0.27092471366037	-1.55394320241917	4.98349365580689	-0.311818035648239	0.755178816500192	1	1	1050.5
transcript:AT1G09693.1	3	1	0	0	1.04247922713705	-3.52404843438292	3.42715429212164	-1.02827247739736	0.303821673743744	1	1	249.5
transcript:AT1G09697.1	0	2	0	0	0.459410172311877	-2.35999463097399	4.90080973622628	-0.4815519797737	0.630124245835037	1	1	791
transcript:AT1G09703.1	0	1	1	0	0.488938577664396	0.0647237220539175	4.75616573727878	0.0136083823880681	0.989142416911905	1	1	1610
transcript:AT1G09713.1	87	79	88	92	85.8672413893209	0.0838925260200169	0.390011081492904	0.21510292912419	0.829687070248417	0.999461769492062	1	1310
transcript:AT1G09717.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G09723.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G09733.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G09737.1	0	1	0	0	0.229705086155938	-1.43360219696878	4.99148991296172	-0.287209274578728	0.773952085268391	1	1	1141
transcript:AT1G09743.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G09747.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G09753.1	4	5	2	5	3.91034030331881	-0.405296640033845	1.6078539941927	-0.252073037413663	0.800984610189621	1	1	1251
transcript:AT1G09757.1	8	13	14	5	9.94248174530928	-0.116944319288657	1.06962267563891	-0.10933231124593	0.912938919532413	0.999461769492062	1	1452
transcript:AT1G09763.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G09767.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G77992.1	157	169	135	131	146.734665672548	-0.315571741745508	0.314658679074639	-1.00290175587578	0.315908265355566	0.999461769492062	1	268
transcript:AT1G09773.1	2	2	6	13	5.57174803937324	2.19785198187345	1.46091202059271	1.50443828984428	0.132468551493317	1	1	92
transcript:AT1G09777.1	41	36	45	42	40.7838553725676	0.145706940354897	0.535966946764079	0.271858071163918	0.785731151734071	0.999461769492062	1	1225
transcript:AT1G09783.1	115	149	119	198	142.15328717896	0.232748366915462	0.337025815436553	0.690595070926484	0.489820045912071	0.999461769492062	1	482
transcript:AT1G09793.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G09797.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G78265.1	367	474	667	706	544.96076331257	0.691812171468845	0.215598361983182	3.20880068431508	0.0013328985708717	0.0976348203163522	0.430859463034278	12
transcript:AT1G09803.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G09807.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G09813.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G09823.1	81	87	64	90	79.3938703864509	-0.16002111203882	0.401076270158308	-0.398979256428356	0.689908488909166	0.999461769492062	1	932
transcript:AT1G09827.1	7	8	6	5	6.44916366880156	-0.462147979570815	1.25806130108612	-0.367349332796286	0.713358460114057	1	1	972
transcript:AT1G09833.1	3	5	9	2	4.75826060928921	0.49874434271166	1.52307591289763	0.327458624017502	0.743321032626445	1	1	1018
transcript:AT1G09847.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G09853.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G09857.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G09863.1	1	1	0	0	0.500629799816308	-2.47140783949348	4.60873147808559	-0.536244702310162	0.591789442464684	1	1	644
transcript:AT1G09863.3	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G09863.2	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G09863.4	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G09863.5	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G79529.1	211	240	260	305	250.433634179686	0.299344490608309	0.260284364289526	1.15006712533579	0.25011622525901	0.999461769492062	1	202
transcript:AT1G09887.1	5	11	12	11	9.54340929085625	0.535210877086811	1.05817530830045	0.505786586483878	0.613006475918613	0.999461769492062	1	752
transcript:AT1G09897.1	24	44	38	37	35.0414924541489	0.144577109285945	0.579030945046362	0.249688052983713	0.802828597967904	0.999461769492062	1	1254
transcript:AT1G09907.1	19	21	24	29	22.9189445673329	0.378182161661593	0.688017114840352	0.549669700802933	0.582545942311609	0.999461769492062	1	629
transcript:AT1G09913.1	47	31	34	71	45.1352742194653	0.357369654839107	0.558523592592098	0.639847017349009	0.522272062028188	0.999461769492062	1	536
transcript:AT1G09917.1	18	19	21	16	18.3958217161454	-0.0151499424057197	0.769068875830479	-0.019699071021903	0.984283431853987	0.999461769492062	1	1590
transcript:AT1G09927.1	4357	4993	4893	4926	4738.2521757102	0.050867502921393	0.172315853232477	0.295199205222086	0.767841709098193	0.999461769492062	1	1108
transcript:AT1G09937.1	0	3	4	3	2.42183864543008	1.2947300182222	2.18200915854495	0.59336598710043	0.55293624644229	1	1	575
transcript:AT1G09953.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G09957.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G80325.1	0	2	0	0	0.459410172311877	-2.35999463097399	4.90080973622628	-0.4815519797737	0.630124245835037	1	1	791
transcript:AT1G80325.2	5	7	0	0	2.96255917139342	-5.03846758733815	2.33752506641204	-2.15547104060445	0.0311249924246633	1	1	30
transcript:AT1G09963.1	254	265	250	359	277.757898682608	0.193062693324266	0.265993101009642	0.725818423829222	0.467950090871019	0.999461769492062	1	458
transcript:AT1G09967.1	0	1	0	0	0.229705086155938	-1.43360219696878	4.99148991296172	-0.287209274578728	0.773952085268391	1	1	1141
transcript:AT1G09973.1	0	1	0	0	0.229705086155938	-1.43360219696878	4.99148991296172	-0.287209274578728	0.773952085268391	1	1	1141
transcript:AT1G09977.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G09983.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT1G09987.1	22	56	26	55	38.3200386881685	0.0476980509898027	0.608774934815986	0.0783508785627325	0.937548946577217	0.999461769492062	1	1494
transcript:AT1G09993.1	66	53	66	60	61.080599525976	0.0482346688140444	0.458366359492775	0.105231694724326	0.916191961583393	0.999461769492062	1	1458
transcript:AT1G09997.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G03885.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G03895.1	375	459	407	371	398.585391600306	-0.113066687301959	0.237254142173683	-0.476563596597558	0.633672910956765	0.999461769492062	1	841
transcript:AT2G03905.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G03925.1	414	437	415	379	408.027249925507	-0.120887441639377	0.238114431459627	-0.507686329208795	0.611673337219937	0.999461769492062	1	749
transcript:AT2G03945.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G03975.1	316	343	348	393	345.762723254732	0.142239960506419	0.238045389504228	0.597532936061728	0.550151624117202	0.999461769492062	1	570
transcript:AT2G03985.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G03995.1	30	40	23	51	35.1067353165265	0.0420713706933125	0.596827197146229	0.0704917116620686	0.943802297276431	0.999461769492062	1	1507
transcript:AT2G04005.1	0	2	0	0	0.459410172311877	-2.35999463097399	4.90080973622628	-0.4815519797737	0.630124245835037	1	1	791
transcript:AT2G04015.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G04065.1	2	6	5	7	4.83975605063167	0.593826351653012	1.46664487341606	0.404887619638893	0.685560119075304	1	1	922
transcript:AT2G04075.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G04085.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G04095.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G04125.1	27	40	40	45	37.3093516893323	0.331595076875143	0.55262334352293	0.600038128612611	0.548480825007223	0.999461769492062	1	567
transcript:AT2G04145.1	177	155	129	170	156.427150262592	-0.194416757675906	0.320132677474694	-0.607300570530712	0.543651459792942	0.999461769492062	1	564
transcript:AT2G04155.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G04175.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G04185.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G04195.1	2	0	0	0	0.541849427320739	-2.57641244038388	4.88481558899932	-0.527432897607435	0.597893003264969	1	1	676.5
transcript:AT2G04205.1	0	0	1	1	0.491163298484602	2.41952833257009	4.64406797397233	0.520993307188941	0.602371433739058	1	1	707.5
transcript:AT2G04215.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G04225.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G04255.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G04265.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G04285.1	2	4	0	0	1.46066977194449	-4.02027373925453	2.98576992848849	-1.34647807283991	0.17814838726233	1	1	131
transcript:AT2G04295.1	17	33	28	32	26.8662795608457	0.263125922633178	0.652701563618497	0.403133587078358	0.686849953314848	0.999461769492062	1	926
transcript:AT2G04315.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G04325.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G04335.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G04345.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G04355.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G04365.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G04405.1	1	7	5	5	4.33467680917495	0.367711302720114	1.58371237739496	0.232183133736038	0.816395777171491	1	1	1280
transcript:AT2G04435.1	17	18	14	5	13.5293295990323	-0.876721998990713	0.936297001154644	-0.936371683247449	0.349081852164143	0.999461769492062	1	304
transcript:AT2G04465.1	0	1	0	2	0.693564700108228	0.937965946045542	4.08800470275721	0.229443460623447	0.818524260286635	1	1	1285.5
transcript:AT2G04485.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G04505.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G04525.1	4	3	0	6	3.16439295496616	-0.330222046115562	1.95359093967202	-0.169033362824155	0.865770399231739	1	1	1372
transcript:AT2G04535.1	39	48	38	31	38.6326046618213	-0.344382679709236	0.547670009810754	-0.628814201143196	0.52947070173431	0.999461769492062	1	545
transcript:AT2G04545.1	4	4	6	8	5.41335860412514	0.772050000431674	1.37416355457716	0.561832685680012	0.574230020182295	1	1	609
transcript:AT2G04555.1	14	18	14	17	15.4997131417649	-0.0665342538465913	0.825492066471659	-0.0805995073108018	0.935760458040984	0.999461769492062	1	1492
transcript:AT2G04565.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G04575.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G04595.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G04605.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G04615.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G04635.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G04645.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G04655.1	0	0	2	1	0.75039678999306	3.02840121544582	3.89196321084486	0.77811660886394	0.436500272162225	1	1	417
transcript:AT2G04665.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G04685.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G04695.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G04715.1	0	2	0	0	0.459410172311877	-2.35999463097399	4.90080973622628	-0.4815519797737	0.630124245835037	1	1	791
transcript:AT2G04725.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G04725.2	0	1	0	0	0.229705086155938	-1.43360219696878	4.99148991296172	-0.287209274578728	0.773952085268391	1	1	1141
transcript:AT2G04735.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G04745.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G04755.1	1120	1160	1233	1467	1229.76950110443	0.211989318755269	0.191943443245029	1.10443636506327	0.269403893356982	0.999461769492062	1	212
transcript:AT2G04765.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G04775.1	0	0	1	0	0.259233491508457	1.47571636636091	4.98789247946921	0.295859698747547	0.767337229639043	1	1	1091
transcript:AT2G04785.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G04805.1	12	14	5	12	10.5462929113636	-0.657903301854093	1.01675894680443	-0.647059269969363	0.517593584531321	0.999461769492062	1	533
transcript:AT2G04815.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G04852.3	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G04852.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G04852.2	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G04835.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G04825.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G04855.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G04875.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G04885.1	0	0	2	0	0.518466983016915	2.4910360266529	4.88712828364826	0.509713656379269	0.610252084130563	1	1	731.5
transcript:AT2G04895.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G04905.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G04915.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G04945.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G04975.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G04985.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G04995.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G05005.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G05812.1	4	3	3	4	3.47823381553925	-0.0489117493073163	1.68452464432926	-0.0290359357293891	0.976835930100937	1	1	1574
transcript:AT2G05812.2	308	359	413	511	391.488501095179	0.443674730688199	0.23178774949203	1.91414227740908	0.0556019788208516	0.999461769492062	1	43
transcript:AT2G05812.3	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G05914.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G05914.2	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G05015.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G05035.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G05045.1	0	1	0	0	0.229705086155938	-1.43360219696878	4.99148991296172	-0.287209274578728	0.773952085268391	1	1	1141
transcript:AT2G05065.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G05075.1	44	53	50	55	49.8128709264318	0.0936894925676088	0.481653373005654	0.194516425750244	0.845771535464204	0.999461769492062	1	1345
transcript:AT2G05085.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G05095.1	0	0	2	2	0.982326596969205	3.41956071799516	3.47393445675699	0.984348081566114	0.324944396127428	1	1	279.5
transcript:AT2G05125.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G07213.1	8	1	0	1	2.62903260241504	-3.29429498661965	2.43634791482819	-1.35214472718358	0.17632902142567	1	1	130
transcript:AT2G05145.1	0	0	2	0	0.518466983016915	2.4910360266529	4.88712828364826	0.509713656379269	0.610252084130563	1	1	731.5
transcript:AT2G05155.1	0	4	0	0	0.918820344623753	-3.35804875087523	3.92578840180714	-0.855382004116532	0.392339702899607	1	1	362
transcript:AT2G05215.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G05205.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G05245.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G05255.1	2	0	2	3	1.75610583126609	1.19989834276828	2.52457089720841	0.475288035719291	0.634581685620767	1	1	842
transcript:AT2G05365.1	3	2	4	12	5.09227596304055	1.60220685653294	1.49232030764041	1.0736346937919	0.282986441679472	1	1	226
transcript:AT2G05395.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G05405.1	5	8	5	6	5.88001055694851	-0.251010523191269	1.31227089771069	-0.191279501533691	0.848306619984638	1	1	1346
transcript:AT2G05425.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G05445.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G09795.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G09795.3	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G09795.2	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G05465.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G05485.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G05495.1	0	0	1	0	0.259233491508457	1.47571636636091	4.98789247946921	0.295859698747547	0.767337229639043	1	1	1091
transcript:AT2G05505.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G05515.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G05535.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G05545.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G05555.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G05575.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G05585.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G10921.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G10921.4	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G10921.2	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G10921.3	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G11852.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G05625.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G05665.1	16	12	8	2	9.62898399845712	-1.49388267955697	1.1307194224726	-1.32117893251556	0.186441709176139	0.999461769492062	1	137
transcript:AT2G05675.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G05695.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G05705.1	0	0	2	0	0.518466983016915	2.4910360266529	4.88712828364826	0.509713656379269	0.610252084130563	1	1	731.5
transcript:AT2G05725.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G05785.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G05825.1	2	4	6	4	3.94378994889982	0.75417899817231	1.6095314881055	0.468570514926686	0.639376656917517	1	1	851
transcript:AT2G05835.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G05855.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G05865.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G05875.1	4	12	5	6	6.52790618791189	-0.522941806345324	1.27784862828021	-0.409236113552139	0.682366394332212	1	1	917
transcript:AT2G05885.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G05895.1	16	16	19	25	18.7337583101252	0.424173826763812	0.758950207483784	0.558895461890858	0.576233066737179	0.999461769492062	1	613
transcript:AT2G05905.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G05925.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G05945.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G05965.1	0	0	1	0	0.259233491508457	1.47571636636091	4.98789247946921	0.295859698747547	0.767337229639043	1	1	1091
transcript:AT2G05975.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G06035.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G13665.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G13665.2	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G13665.3	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G06065.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT2G06075.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
