WT_AGO1.1	WT_AGO1.2	deltaN.1	deltaN.2	baseMean	log2FC	lfcSE	stat	p.value	q.value	q.value_BH	ranking
transcript:AT3G01595.1	4	2	1	1	2.03427232543796	-1.64579083979896	2.26928917019531	-0.725245094990388	0.468301682344811	1	1	459
transcript:AT3G01625.1	4	0	2	0	1.60216583765839	-1.06701689150075	2.88342136842211	-0.370052363205124	0.711343475128745	1	1	968.5
transcript:AT3G01635.1	11	16	24	13	15.8921445156519	0.465750895000456	0.84595657334903	0.550561234079203	0.58193448944535	0.999461769492062	1	626
transcript:AT3G01645.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G01655.1	0	0	0	1	0.231929806976145	1.39464166302386	4.99342831208762	0.279295421073302	0.780018119987966	1	1	1191
transcript:AT3G01665.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G01675.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G01735.1	0	0	0	2	0.46385961395229	2.34508136300271	4.89790038057447	0.478793193161608	0.632085759585295	1	1	823.5
transcript:AT3G01745.1	17	25	21	22	20.8947063612775	0.024334723477227	0.719443069402187	0.0338243907157903	0.973017186092648	0.999461769492062	1	1564
transcript:AT3G01755.1	0	0	0	1	0.231929806976145	1.39464166302386	4.99342831208762	0.279295421073302	0.780018119987966	1	1	1191
transcript:AT3G01765.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G01775.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G01785.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G01795.1	6	13	11	11	10.01451068532	0.220315291848254	1.0302692678983	0.213842437810153	0.830669929742338	0.999461769492062	1	1311
transcript:AT3G05905.1	37	60	47	104	60.1111936012065	0.608683153734346	0.495404418325813	1.22865911408572	0.219199641671092	0.999461769492062	1	167
transcript:AT3G05905.2	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G05932.1	12	19	3	4	9.32091290331721	-2.15827614431251	1.12890368248909	-1.91183373549973	0.0558975232203438	0.999461769492062	1	44
transcript:AT3G05932.2	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G05932.3	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G01805.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G01815.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G01835.1	0	5	2	6	3.05857125565348	0.713626669852731	1.98981138300849	0.358640359556978	0.719864150092509	1	1	981
transcript:AT3G01845.1	0	2	2	2	1.44173676928108	1.06339538238624	2.73205137540875	0.389229643321457	0.697106276833369	1	1	945.5
transcript:AT3G01855.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G01865.1	31	26	21	23	25.1492872456548	-0.411826860823617	0.665957921479706	-0.618397720847843	0.536313199825304	0.999461769492062	1	558
transcript:AT3G01885.1	0	0	0	2	0.46385961395229	2.34508136300271	4.89790038057447	0.478793193161608	0.632085759585295	1	1	823.5
transcript:AT3G01895.1	162	184	247	204	197.499892491395	0.36902880445029	0.29542796411235	1.24913295042696	0.211616450617785	0.999461769492062	1	157
transcript:AT3G01915.1	5	15	8	7	8.4975764415416	-0.387521583986563	1.13335237361811	-0.3419250649729	0.732407286152844	0.999461769492062	1	1002
transcript:AT3G01935.1	0	0	2	0	0.518466983016915	2.4910360266529	4.88712828364826	0.509713656379269	0.610252084130563	1	1	731.5
transcript:AT3G01945.1	22	23	29	21	23.631857882359	0.138242921385415	0.68879600210654	0.20070227028413	0.840931384408684	0.999461769492062	1	1335
transcript:AT3G01965.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G01975.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G01985.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G01995.1	113	123	180	173	145.654103319198	0.560057298114082	0.316510342097695	1.76947550718963	0.0768145546453916	0.999461769492062	1	59
transcript:AT3G02015.1	35	29	16	26	26.3217233221502	-0.659105331687466	0.662938597446594	-0.994217766511269	0.320116860374429	0.999461769492062	1	272
transcript:AT3G02025.1	12	1	6	8	6.89164105494028	-0.0112825125944233	1.36377997216139	-0.00827297131849076	0.993399199208492	1	1	1627
transcript:AT3G02035.1	4	9	11	17	9.94541975523242	1.10029075460925	1.05372742743136	1.04418915742888	0.296397882392317	0.999461769492062	1	241
transcript:AT3G02055.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G02085.1	5	4	0	0	2.2734439129256	-4.65324356563146	2.54824591601204	-1.82605749955	0.0678416011445598	1	1	52
transcript:AT3G02095.1	54	58	45	63	54.2299144920821	-0.0866647143360843	0.469330654428107	-0.184655985110727	0.853498871174256	0.999461769492062	1	1351
transcript:AT3G02105.1	104	124	106	108	109.186770157335	-0.10994840005084	0.347996727599945	-0.315946649295037	0.752043003042632	0.999461769492062	1	1030
transcript:AT3G02135.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G02145.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G02155.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G02165.1	9	14	9	18	12.1620315782732	0.203588080204602	0.944015420391218	0.215661816329474	0.829251366940606	0.999461769492062	1	1308
transcript:AT3G02195.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G02215.1	87	90	81	94	87.0432225104293	-0.0463853272655262	0.381857056209188	-0.121473013294576	0.903316388667558	0.999461769492062	1	1433
transcript:AT3G02225.1	5	12	7	9	8.01308730551761	-0.0819549652153796	1.14737564764629	-0.0714281895240682	0.943056974906409	0.999461769492062	1	1504
transcript:AT3G02235.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G02265.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G02275.1	64	58	71	54	61.5918641451204	0.0126490570098863	0.459399634807461	0.0275338856444403	0.97803391324991	0.999461769492062	1	1577
transcript:AT3G02285.1	3	9	3	3	4.35360981183836	-0.97633686091639	1.55436382899479	-0.628126338701403	0.529921180109468	1	1	547
transcript:AT3G02295.1	16	14	32	31	23.0359623692802	1.04002431188702	0.700337990517381	1.48503197880025	0.137535353131889	0.999461769492062	1	99
transcript:AT3G02305.1	123	140	139	102	125.172747473299	-0.135633894242671	0.351751106568797	-0.385596211951484	0.699795739104313	0.999461769492062	1	951
transcript:AT3G02325.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G02345.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G02365.1	40	48	50	57	48.044506254963	0.260008504819524	0.489786770291738	0.530860612393944	0.595515373850759	0.999461769492062	1	654
transcript:AT3G02395.1	1	1	1	0	0.759863291324765	-0.983059579211198	3.66144494880317	-0.268489515193321	0.788322544366102	1	1	1233.5
transcript:AT3G02405.1	0	6	4	0	2.41516448296946	-0.439203753476918	2.42433219569604	-0.181164839643942	0.856238191801439	1	1	1356
transcript:AT3G02415.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G02425.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G02455.1	28	28	18	44	28.8887487489592	0.0917328924797414	0.655927670677819	0.139852146174817	0.888776811418883	0.999461769492062	1	1403
transcript:AT3G02455.2	85	96	100	114	97.4436360782278	0.216624573445472	0.363266742840887	0.596323714500765	0.550958991644607	0.999461769492062	1	571
transcript:AT3G02455.3	132	157	133	160	143.412584216459	-0.00445239922430757	0.313681609681814	-0.0141940078311378	0.98867520056452	0.999461769492062	1	1607
transcript:AT3G02465.1	26	13	7	13	14.8599306064459	-1.0428198395729	0.89949434533634	-1.15934007254149	0.246317593648417	0.999461769492062	1	200
transcript:AT3G02485.1	2	7	6	13	6.72027347015294	1.07626052143884	1.2936895060358	0.831931090433572	0.40544784163186	1	1	383
transcript:AT3G02485.2	31	20	26	31	26.9226626420706	0.107324020530918	0.659271037089288	0.162791954284475	0.870682243314297	0.999461769492062	1	1383
transcript:AT3G02495.1	84	99	129	108	103.988019034924	0.360821879784887	0.364653209891107	0.989493222595339	0.322421884174456	0.999461769492062	1	274
transcript:AT3G02505.1	126	119	123	153	128.842399096654	0.134786296032886	0.333849574690625	0.403733616128736	0.686408616926218	0.999461769492062	1	923
transcript:AT3G02525.1	67	71	57	64	64.0808335947717	-0.217331484220616	0.432965384347503	-0.501960415491746	0.61569536600695	0.999461769492062	1	754
transcript:AT3G12502.1	165	166	107	193	155.334058393648	-0.188875541546856	0.337915899852128	-0.558942451744674	0.576200995963141	0.999461769492062	1	612
transcript:AT3G02535.1	21	36	34	26	28.8029157811489	0.0821150496796315	0.635517182167951	0.12920980263588	0.897191639851642	0.999461769492062	1	1419
transcript:AT3G02545.1	22	32	35	19	26.7907449928609	0.0113692416120994	0.672484218741053	0.0169063322160684	0.98651134111195	0.999461769492062	1	1596
transcript:AT3G02575.1	169	206	181	237	194.994150573103	0.130572788217519	0.285440641692565	0.457442876540871	0.647352751987644	0.999461769492062	1	858
transcript:AT3G02595.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G02605.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G02615.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G02625.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G02635.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G02655.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G13061.1	290	353	281	334	309.963229018462	-0.0869413412932442	0.2446819215312	-0.355323927281477	0.722346932106827	0.999461769492062	1	988
transcript:AT3G02665.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G02685.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G02695.1	0	1	0	0	0.229705086155938	-1.43360219696878	4.99148991296172	-0.287209274578728	0.773952085268391	1	1	1141
transcript:AT3G02705.1	0	0	1	1	0.491163298484602	2.41952833257009	4.64406797397233	0.520993307188941	0.602371433739058	1	1	707.5
transcript:AT3G02735.1	0	0	0	1	0.231929806976145	1.39464166302386	4.99342831208762	0.279295421073302	0.780018119987966	1	1	1191
transcript:AT3G02745.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G02755.1	2	1	7	6	3.97776779589275	2.07299139198715	1.69932134437622	1.21989369394292	0.22250517668054	1	1	173
transcript:AT3G02765.1	203	222	227	243	221.197191667296	0.120630530259401	0.271014735581322	0.445106905352029	0.656242498769561	0.999461769492062	1	874
transcript:AT3G02775.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G02785.1	3	0	0	0	0.812774140981109	-3.16170008327816	4.13478637842117	-0.764658628987122	0.444474847447423	1	1	436
transcript:AT3G02805.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G02815.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G02825.1	3	9	9	27	11.4753261283166	1.56675214056881	1.05048245249704	1.49145960205673	0.135840869913043	0.999461769492062	1	97
transcript:AT3G02835.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G02845.1	44	51	44	53	47.3342001911169	0.00455523659160739	0.493037280720471	0.00923913215031298	0.99262834397821	0.999461769492062	1	1625
transcript:AT3G02855.1	3	1	5	1	2.57057649165548	0.557852359060004	2.04010112329134	0.273443484095537	0.784512330457185	1	1	1221
transcript:AT3G02895.1	4	0	6	1	2.87102961066837	0.738952422951478	2.11134646907724	0.349991076203821	0.726345394795969	1	1	995
transcript:AT3G02905.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G02915.1	20	17	32	37	26.2003553242463	0.861043077446332	0.657050948284442	1.31046622745848	0.190038162022395	0.999461769492062	1	140
transcript:AT3G02925.1	8	5	15	11	9.7556533894271	0.964658500265777	1.06230572017245	0.908079926472745	0.363835995176269	0.999461769492062	1	322
transcript:AT3G02935.1	11	12	10	17	12.2717745178144	0.192007055896369	0.930000616783343	0.206459062963289	0.836432338864888	0.999461769492062	1	1327
transcript:AT3G02945.1	2	3	6	5	3.94601466972002	1.13512344200991	1.61564208529938	0.702583482033753	0.482315359376645	1	1	470
transcript:AT3G02955.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G02985.1	8	10	1	9	6.8110503251361	-0.913925734853389	1.32453384243606	-0.689998024642779	0.490195429579154	1	1	483
transcript:AT3G02995.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G03005.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G03025.1	360	418	369	359	372.469582001972	-0.113866515251735	0.236183228244048	-0.482110927597605	0.629727147481066	0.999461769492062	1	776
transcript:AT3G03035.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G03045.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G03055.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G03075.1	1	6	6	5	4.36420521452747	0.698455140061797	1.57675258717743	0.442970663718468	0.65778695410213	1	1	879
transcript:AT3G03085.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G03095.1	15	29	31	25	24.5598016145936	0.359395345212717	0.686055122261163	0.523857826508442	0.600377429651179	0.999461769492062	1	700
transcript:AT3G03105.1	1851	1768	1933	1642	1789.52731944972	-0.0413599414432463	0.210373777636397	-0.196602171182814	0.844138871415476	0.999461769492062	1	1340
transcript:AT3G03115.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G03125.1	15	25	7	3	12.3169217202916	-1.98108503912605	1.00198174627718	-1.97716679618834	0.0480227794603765	0.999461769492062	1	36
transcript:AT3G03135.1	67	77	85	60	71.7898826460396	0.00195100527825685	0.432483369694864	0.00451116832453783	0.996400620650951	0.999461769492062	1	1634
transcript:AT3G03145.1	311	279	242	203	258.161560747086	-0.433741104060827	0.283998847404252	-1.52726360696608	0.12669547520775	0.999461769492062	1	84
transcript:AT3G03165.1	4	7	2	4	4.13782066865454	-0.89402916711845	1.57608569180515	-0.567246547422486	0.570546687436339	1	1	604
transcript:AT3G03195.1	5	6	6	9	6.37562329707353	0.416507827596622	1.26483294126982	0.329298687602548	0.741929935996066	1	1	1015
transcript:AT3G03205.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G03215.1	67	92	71	48	68.8230323735465	-0.4160104073004	0.445123696636847	-0.934595058505278	0.34999702660539	0.999461769492062	1	307
transcript:AT3G03225.1	0	4	0	4	1.84653957252833	0.00770854923308837	2.67837475726635	0.00287806969960993	0.997703635792007	1	1	1642.5
transcript:AT3G03265.1	537	673	876	1345	839.112223162889	0.845281432572912	0.222423089744061	3.80033131248003	0.000144502758259033	0.0317544811274224	0.140131549821697	4
transcript:AT3G03275.1	129	167	143	157	146.793406431194	0.00249699136893596	0.311561268931146	0.00801444729475598	0.993605464695175	0.999461769492062	1	1629
transcript:AT3G03285.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G03295.1	28	24	21	13	21.5578048626004	-0.632982813886804	0.73357644600661	-0.86287232548508	0.3882076680082	0.999461769492062	1	351
transcript:AT3G03325.1	4	0	8	6	4.54914562856601	1.7122327893996	1.69112863023155	1.01247933409132	0.311308922879523	1	1	261
transcript:AT3G03335.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G03345.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G03355.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G03365.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G03375.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G03385.1	42	44	41	28	38.6084695117756	-0.330020697771482	0.558840438516637	-0.590545484946428	0.554825000859363	0.999461769492062	1	578
transcript:AT3G03435.1	0	2	0	0	0.459410172311877	-2.35999463097399	4.90080973622628	-0.4815519797737	0.630124245835037	1	1	791
transcript:AT3G03455.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G03465.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G03475.1	2447	3049	3012	4233	3125.89373136988	0.370632199324564	0.18887152458043	1.9623508633602	0.0497216492634704	0.999461769492062	1	37
transcript:AT3G03475.2	323	354	415	581	411.157399840652	0.522607538704597	0.239003293877474	2.18661228565542	0.0287708397113369	0.903198860938041	1	29
transcript:AT3G03495.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G03505.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G03515.1	6	2	4	3	3.81768184123636	-0.257823992526329	1.65213747325519	-0.156054805789461	0.875989821579319	1	1	1392
transcript:AT3G03525.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G03535.1	344	358	327	252	318.648185424247	-0.293552361645081	0.269607088984998	-1.08881544157548	0.276235280755098	0.999461769492062	1	218
transcript:AT3G03555.1	0	0	2	2	0.982326596969205	3.41956071799516	3.47393445675699	0.984348081566114	0.324944396127428	1	1	279.5
transcript:AT3G03595.1	2	7	4	1	3.41864880342228	-0.782449846572546	1.7826489845539	-0.438925359592511	0.660715620768902	1	1	882
transcript:AT3G03605.1	9	1	7	7	6.10617059849148	0.384492404438199	1.40642222832439	0.273383338726296	0.784558558918447	1	1	1222
transcript:AT3G03615.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G03635.1	4	15	0	8	6.38471360278971	-1.27625691641674	1.49937092674909	-0.851194920248253	0.394661084129797	1	1	376
transcript:AT3G03645.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G03655.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G03665.1	0	0	0	1	0.231929806976145	1.39464166302386	4.99342831208762	0.279295421073302	0.780018119987966	1	1	1191
transcript:AT3G03675.1	5	0	0	1	1.58655337527799	-2.47227699569731	3.02783687320638	-0.816515915231341	0.414205124729167	1	1	394
transcript:AT3G03685.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G03705.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G03715.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G03725.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G03735.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G03755.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G03765.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G03775.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G03785.1	59	37	37	34	41.9608989167334	-0.482616503005772	0.55524173077786	-0.869200703501978	0.384737362704503	0.999461769492062	1	343
transcript:AT3G19002.1	462	570	373	300	422.372151245474	-0.624624609810063	0.247170306009361	-2.52710214222257	0.0115008048902553	0.50546037492672	1	21
transcript:AT3G03795.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G03805.1	2	0	0	0	0.541849427320739	-2.57641244038388	4.88481558899932	-0.527432897607435	0.597893003264969	1	1	676.5
transcript:AT3G03815.1	29	36	33	31	31.8707290338041	-0.0364090782834303	0.591192040092269	-0.0615858736490225	0.950892626782103	0.999461769492062	1	1520
transcript:AT3G03815.2	29	25	42	26	30.5174254747842	0.314925614155206	0.631476620978785	0.498713022292215	0.61798156928365	0.999461769492062	1	759
transcript:AT3G03825.1	0	1	0	0	0.229705086155938	-1.43360219696878	4.99148991296172	-0.287209274578728	0.773952085268391	1	1	1141
transcript:AT3G03835.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G03865.1	16	18	8	15	14.0223020060826	-0.603971985443133	0.880279754399148	-0.686113684229153	0.492641422342275	0.999461769492062	1	487
transcript:AT3G03875.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G03895.1	14	13	7	34	16.4793599890205	0.526257529683652	0.898387158301294	0.585780334036298	0.558023140989908	0.999461769492062	1	584
transcript:AT3G03905.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G03915.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G03925.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G03935.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G03945.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G03955.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G03965.1	120	129	109	156	126.580422216061	0.0544999851903537	0.337149140224805	0.161649485904114	0.871581885632347	0.999461769492062	1	1385
transcript:AT3G03975.1	218	205	214	198	207.549199204015	-0.0654238284800789	0.289547930221043	-0.225951635814263	0.821239036561036	0.999461769492062	1	1291
transcript:AT3G03985.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G03995.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G04005.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G04015.1	12	8	7	15	10.3823187983733	0.0679561570130699	1.02754713767948	0.0661343451031707	0.947270867256889	0.999461769492062	1	1513
transcript:AT3G04025.1	9	8	5	14	8.81914786739915	0.0970084322123325	1.11178740773699	0.0872544800716808	0.930469235604019	0.999461769492062	1	1480
transcript:AT3G04035.1	16	21	31	18	21.3695769901734	0.40963930954476	0.736017832662673	0.556561663815696	0.577826952533323	0.999461769492062	1	615
transcript:AT3G20978.1	6	8	2	4	4.90937518213122	-1.25419015794621	1.46614597350718	-0.855433347435421	0.392311288889986	1	1	358
transcript:AT3G04045.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G04055.1	6	7	2	0	3.7519508680707	-2.67757580139965	1.89765226101832	-1.41099391938268	0.158246406963766	1	1	111
transcript:AT3G04065.1	7	11	5	8	7.57483485668936	-0.48875523795432	1.1704039915071	-0.417595327340742	0.676243013713169	0.999461769492062	1	904
transcript:AT3G04085.1	52	76	36	49	52.2426378943261	-0.608274833810789	0.481102774044266	-1.26433449696721	0.206109992710175	0.999461769492062	1	155
transcript:AT3G04095.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G04115.1	13	7	8	4	8.13154404064861	-0.773552096484748	1.17334225438373	-0.659272342400244	0.509720899419223	0.999461769492062	1	525
transcript:AT3G04125.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G04135.1	0	4	0	2	1.38267995857604	-0.983534490890632	3.03639751873908	-0.323914930380744	0.746002440076473	1	1	1022
transcript:AT3G04145.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G21755.4	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G21755.2	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G21755.3	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G21755.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G21755.5	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G21781.1	92	111	76	64	84.9675912211792	-0.547863022018348	0.393174999351742	-1.39343300800319	0.163488890015975	0.999461769492062	1	115
transcript:AT3G04185.1	19	30	27	70	35.2731129032837	0.948763336143083	0.623382328338588	1.52196058985452	0.128018955826811	0.999461769492062	1	87
transcript:AT3G04205.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G04215.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G04225.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G22072.1	90	109	77	130	99.5329323734806	0.0221045266279131	0.379645147310066	0.0582241779844476	0.953570062141402	0.999461769492062	1	1524
transcript:AT3G22121.1	3858	3995	5671	5462	4699.81310054284	0.479620481904005	0.181245537397009	2.64624712305837	0.00813903331891582	0.402465639755993	1	17
transcript:AT3G22121.2	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G22121.3	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G04235.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G04245.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G04255.1	434	524	464	497	473.50024500138	-0.0148645877532452	0.219441580492807	-0.0677382459598738	0.945994003343018	0.999461769492062	1	1511
transcript:AT3G04265.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G04275.1	0	3	6	3	2.94030562844699	1.66676268991492	2.03188855719506	0.8203022178617	0.412043842362807	1	1	390
transcript:AT3G04285.1	39	46	61	56	49.9338099686076	0.445451434691033	0.485829334599907	0.916888715783029	0.359200957644962	0.999461769492062	1	318
transcript:AT3G04295.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G04305.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G04315.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G04325.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G04335.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G04345.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G04365.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G04375.1	0	1	0	0	0.229705086155938	-1.43360219696878	4.99148991296172	-0.287209274578728	0.773952085268391	1	1	1141
transcript:AT3G04385.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G04395.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G04405.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G04415.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G04425.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G04435.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G04455.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G04475.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G04495.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G04505.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G04515.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G04555.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G04565.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G04575.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G04585.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G04595.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G04615.1	177	201	124	172	166.161276382175	-0.384261023930564	0.304313193319767	-1.2627156244481	0.206691396864244	0.999461769492062	1	156
transcript:AT3G04625.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G04635.1	16	18	15	12	15.1411470257134	-0.34655688488578	0.840426488292243	-0.412358355803359	0.680076781945781	0.999461769492062	1	913
transcript:AT3G04645.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G24332.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
transcript:AT3G04665.1	0	0	0	0	0	NA	NA	NA	1	1	1	2766
