ago1.1	ago1.2	deltaN.1	deltaN.2	baseMean	log2FC	lfcSE	stat	p.value	q.value	q.value_BH	ranking
transcript:AT1G06253.1	71	82	84	95	81.4620489374998	0.376943750169446	0.295256711747012	1.2766644590028	0.201720734175501	0.99376608161118	1	39
transcript:AT1G06263.1	0	3	13	10	6.69755461537351	3.0741955104308	1.27333221848975	2.41429178166636	0.0157658312325022	0.659537273226344	0.754132260621358	6
transcript:AT1G06267.1	2	2	2	9	3.66717512558587	1.57925165875683	1.60748891066147	0.982433936733647	0.325886114199359	0.99376608161118	1	66
transcript:AT1G06273.1	3	3	1	12	4.59258446989076	1.22224113612741	1.43993850161975	0.848814817266532	0.39598434387957	0.99376608161118	1	76
transcript:AT1G06277.1	5	2	6	6	4.66821295764301	0.96028992626816	1.31324649862153	0.73123357060243	0.464636498217055	0.99376608161118	1	88
transcript:AT1G06283.1	13	4	24	22	15.6828780561513	1.62081034437726	0.666046467985771	2.43347937761586	0.0149544872707459	0.659537273226344	0.754132260621358	5
transcript:AT1G06397.1	77	82	73	107	82.7270917079926	0.324895355195842	0.298366022979641	1.08891539308419	0.276191197506744	0.99376608161118	1	58
transcript:AT1G06453.1	15	14	22	32	20.4676587104671	1.0476805917921	0.535116624008068	1.95785468959063	0.0502470659490911	0.968828285022358	1	13
transcript:AT1G06457.1	3	6	2	11	5.35172650723429	0.628584201389953	1.25713233002184	0.500014347239828	0.617064975156853	0.99376608161118	1	130
transcript:AT1G06463.1	12	11	8	8	9.42140464491467	-0.363419650896868	0.825977890169529	-0.439987141571401	0.659946420318589	0.99376608161118	1	145
transcript:AT1G06467.1	0	4	0	0	0.977637715751331	-3.36322007256078	4.17071053990379	-0.806390191882836	0.420017900483816	0.99376608161118	1	82.5
transcript:AT1G06547.1	10	9	8	4	7.51875845524483	-0.486522579630636	0.96256328792291	-0.505444769954286	0.613246480777053	0.99376608161118	1	128
transcript:AT1G32385.1	5	4	3	7	4.58994729682687	0.294726002417934	1.3116694310183	0.224695335157065	0.822216293830665	0.99376608161118	1	204
transcript:AT1G06553.1	5	7	1	4	4.04798991482605	-1.14611900677823	1.4799633716834	-0.774423900420295	0.438680154390943	0.99376608161118	1	84
transcript:AT1G06667.1	2	1	0	0	0.679550226528603	-2.84550777245484	4.49973687837915	-0.63237203626889	0.527143802133376	0.99376608161118	1	103.5
transcript:AT1G06673.1	2	0	0	0	0.43514079759077	-2.20864339729121	4.89817137640655	-0.450911825570207	0.652053100130378	0.99376608161118	1	142
transcript:AT1G07393.1	0	0	0	0	0	NA	NA	NA	1	1	1	269.5
transcript:AT1G07487.1	0	0	0	0	0	NA	NA	NA	1	1	1	269.5
transcript:AT1G07593.1	0	1	0	0	0.244409428937833	-1.34521552935649	4.9874734092336	-0.269718837370844	0.787376567341956	0.99376608161118	1	188
transcript:AT1G07897.1	82	55	26	23	43.945958850575	-1.31147632987672	0.391380601482919	-3.35089762984576	0.000805500736966047	0.0673935616594926	0.0770595705030852	3
transcript:AT1G07903.1	32	37	18	11	23.5673265146674	-1.08856942345704	0.515092098540269	-2.11334910114513	0.0345708990045735	0.966613977006737	1	8
transcript:AT1G07957.1	3	2	1	0	1.41211543834271	-2.11847869059503	3.00019023904452	-0.706114786664233	0.480116756900539	0.99376608161118	1	93
transcript:AT1G08107.1	4	6	0	0	2.33673816880854	-4.6236303773255	2.51144315615035	-1.84102529495942	0.0656178519736258	0.968828285022358	1	16.5
transcript:AT1G08113.1	1	2	0	0	0.706389256671051	-2.8972119325836	4.42127448665444	-0.655288863274334	0.512281789705409	0.99376608161118	1	98.5
transcript:AT1G08117.1	1	1	0	0	0.461979827733218	-2.2865632464972	4.89227486387603	-0.467382416180438	0.64022630074185	0.99376608161118	1	137
transcript:AT1G08123.1	0	1	1	0	0.514994813018717	0.149809027828776	4.97874542293402	0.0300897143964619	0.97599550374087	0.994941598221685	1	243
transcript:AT1G08327.1	0	1	1	0	0.514994813018717	0.149809027828776	4.97874542293402	0.0300897143964619	0.97599550374087	0.994941598221685	1	243
transcript:AT1G08347.1	0	0	0	0	0	NA	NA	NA	1	1	1	269.5
transcript:AT1G08353.1	0	0	0	0	0	NA	NA	NA	1	1	1	269.5
transcript:AT1G08643.1	17	38	7	7	16.5930542025813	-1.84247129737066	0.682211639682691	-2.70073272016823	0.00691869144517303	0.434147888184608	0.496416111191165	4
transcript:AT1G08937.1	3	2	0	5	2.36488822201608	0.110811039381521	2.18993337616467	0.0506001874703556	0.959644113438612	0.994941598221685	1	236
transcript:AT1G09027.1	33	68	59	89	61.5399773748183	0.669551307879674	0.61321940068848	1.09186256522209	0.274893513988302	0.99376608161118	1	57
transcript:AT1G09083.1	14	13	9	13	11.8393078522162	-0.144203879990765	0.722628093117304	-0.199554765949788	0.841828807659179	0.99376608161118	1	211
transcript:AT1G09087.1	11	6	5	4	6.19134441498406	-0.73600187131453	1.08596693327002	-0.677738749464784	0.497937352811556	0.99376608161118	1	95
transcript:AT1G09333.1	62	48	123	151	95.4484362224572	1.47583890541298	0.285202954350912	5.1746971162056	2.2828099454228e-07	5.72985296301122e-05	6.55166454336342e-05	1
transcript:AT1G74453.1	42	33	43	38	38.136161494765	0.278468721648041	0.393149292249735	0.708302741827531	0.478757274795922	0.99376608161118	1	92
transcript:AT1G74456.1	33	34	39	42	36.3187823324243	0.429272454764388	0.399011194143959	1.07584063070048	0.281998537452331	0.99376608161118	1	60
transcript:AT1G09467.1	30	22	35	38	30.6721299182572	0.653316374783795	0.432312387851028	1.51121363426885	0.130734029754752	0.99376608161118	1	26
transcript:AT1G09533.1	12	3	14	8	9.08964151789731	0.759899109292801	0.905744923424598	0.838976945539636	0.401482246935722	0.99376608161118	1	77
transcript:AT1G75163.1	16	3	9	3	7.38363802492017	-0.433951917955205	1.06100191872961	-0.409002010547538	0.682538185680847	0.99376608161118	1	154
transcript:AT1G75166.1	13	15	21	24	18.0489688893265	0.836113830657108	0.567346693643918	1.47372645337363	0.140555257385089	0.99376608161118	1	30
transcript:AT1G09787.1	6	4	2	4	3.80291741088882	-0.583245777610313	1.4866468912317	-0.392323006256778	0.694819566911362	0.99376608161118	1	157
transcript:AT1G09867.1	9	13	12	10	10.8291971098294	0.151958706646037	0.770697658007048	0.197170323624686	0.843694253052237	0.99376608161118	1	212
transcript:AT1G09873.1	2	4	3	0	2.22453466558475	-0.812542721793461	2.28092603950522	-0.35623369969932	0.721665556426994	0.99376608161118	1	164
transcript:AT1G09877.1	8	5	7	4	5.83539455782184	-0.0550523509472062	1.12065755324842	-0.0491250434065493	0.960819645745445	0.994941598221685	1	237
transcript:AT1G09883.1	8	8	8	9	8.06256639647048	0.242388087573762	0.901383851845524	0.268906622941479	0.788001540267346	0.99376608161118	1	192
transcript:AT2G05765.1	21	37	18	17	22.6420819292233	-0.586586448261595	0.525335397048181	-1.11659418260711	0.264167880103564	0.99376608161118	1	55
transcript:AT2G04955.1	56	75	28	43	48.6119204998304	-0.745126092804513	0.377508367557651	-1.97380020375501	0.0484044656787355	0.968828285022358	1	12
transcript:AT2G04965.1	25	33	18	15	22.0453825415518	-0.660572976985763	0.51820184873826	-1.27474067989945	0.202401043126532	0.99376608161118	1	40
transcript:AT2G05525.1	0	0	0	0	0	NA	NA	NA	1	1	1	269.5
transcript:AT2G05565.1	0	0	0	0	0	NA	NA	NA	1	1	1	269.5
transcript:AT2G06855.1	1	1	0	3	1.19599472838577	0.679654231484219	3.17873182026543	0.213813014092981	0.830692875855357	0.99376608161118	1	208
transcript:AT2G06865.1	1	4	5	4	3.52682156915454	0.977652951126949	1.60551150238219	0.608935501038984	0.54256719179254	0.99376608161118	1	108
transcript:AT2G17295.1	1	0	1	0	0.488155782876269	0.234585695888117	4.98452926649931	0.0470627582557799	0.962463209036636	0.994941598221685	1	238.5
transcript:AT2G20721.1	16	8	17	19	14.68511437907	0.757558670828608	0.648127021555221	1.16884290522373	0.24246693035491	0.99376608161118	1	50
transcript:AT2G20722.1	4	7	3	14	6.81830661970095	0.733668197961855	1.07743230641543	0.680941339509982	0.495908608895957	0.99376608161118	1	94
transcript:AT2G20723.1	4	11	8	11	8.41485635520414	0.463960950838375	0.920041293458408	0.504282747021451	0.614062699670686	0.99376608161118	1	129
transcript:AT2G07605.1	5	4	0	4	3.04417624393166	-1.05761291322398	1.86258105043278	-0.567821149569967	0.570156417288021	0.99376608161118	1	115
transcript:AT2G07615.1	1	0	0	0	0.217570398795385	-1.26045683859641	4.99324581909585	-0.252432362487743	0.800706888246764	0.99376608161118	1	197.5
transcript:AT2G08370.1	0	0	0	0	0	NA	NA	NA	1	1	1	269.5
transcript:AT2G08375.1	0	0	0	0	0	NA	NA	NA	1	1	1	269.5
transcript:AT2G08390.1	0	0	0	0	0	NA	NA	NA	1	1	1	269.5
transcript:AT2G08580.1	0	2	1	8	2.71677731036336	2.22679528594082	2.1488413088299	1.03627721451118	0.300072833029442	0.99376608161118	1	62
transcript:AT2G08585.1	2	5	5	5	4.23347303043861	0.647171975524071	1.40017406571222	0.462208229228184	0.643932002476817	0.99376608161118	1	140
transcript:AT2G35382.1	0	0	0	1	0.244671633550852	1.57974271602438	4.9938132011608	0.316339969556164	0.751744476293896	0.99376608161118	1	173
transcript:AT2G35384.1	0	0	0	0	0	NA	NA	NA	1	1	1	269.5
transcript:AT2G35387.1	1	0	1	0	0.488155782876269	0.234585695888117	4.98452926649931	0.0470627582557799	0.962463209036636	0.994941598221685	1	238.5
transcript:AT2G08725.1	1	0	1	1	0.732827416427121	1.18213944986181	4.06678575024682	0.290681516671997	0.771294909047568	0.99376608161118	1	180
transcript:AT2G35742.1	1	4	2	0	1.73637888270848	-1.15558797779788	2.65315891191517	-0.435551738950958	0.663161992574555	0.99376608161118	1	147
transcript:AT2G08755.1	3	2	2	1	1.92737245597444	-0.547563939211624	2.2830654082708	-0.239837166831917	0.810456492753371	0.99376608161118	1	201
transcript:AT2G08760.1	6	1	4	14	6.0575762277456	1.52612127867348	1.20635862951219	1.26506433604291	0.205848266117577	0.99376608161118	1	41
transcript:AT2G08765.1	36	19	32	45	32.1452693068293	0.651296588003342	0.439047028252356	1.48343240266505	0.137959563776515	0.99376608161118	1	29
transcript:AT2G35744.1	21	32	41	35	32.0475880223098	0.671431101746767	0.44186259178031	1.51954728514469	0.128624795286379	0.99376608161118	1	23
transcript:AT2G35747.1	41	24	21	34	28.7873412515463	-0.0793666166785472	0.457831278985149	-0.173353417124481	0.862373638417438	0.99392293480449	1	217
transcript:AT2G08770.1	77	56	78	44	62.3110605623097	0.0581098636554578	0.359655023375831	0.161571116427128	0.871643604163569	0.994941598221685	1	219
transcript:AT2G08860.1	10	17	7	8	10.18213503687	-0.709807216273777	0.813959911594244	-0.87204198408682	0.383185474067759	0.99376608161118	1	72
transcript:AT2G08900.1	2	1	0	0	0.679550226528603	-2.84550777245484	4.49973687837915	-0.63237203626889	0.527143802133376	0.99376608161118	1	103.5
transcript:AT2G08905.1	0	0	1	1	0.515257017631736	2.60217008234537	4.89227013606959	0.531894194304636	0.594799278539327	0.99376608161118	1	122
transcript:AT2G08910.1	1	0	4	1	1.54458356866977	2.53846745704115	2.9333919597869	0.865369337558816	0.386836104930089	0.99376608161118	1	73
transcript:AT2G43137.1	0	0	0	0	0	NA	NA	NA	1	1	1	269.5
transcript:AT2G43138.1	2	1	3	0	1.49130637877126	0.240166802100575	2.82949276225334	0.0848798078950774	0.932356944811791	0.994941598221685	1	232
transcript:AT2G43139.1	0	2	0	0	0.488818857875666	-2.36118444901532	4.88691249646036	-0.483164871629183	0.628978675651348	0.99376608161118	1	132
transcript:AT2G43141.1	0	0	0	1	0.244671633550852	1.57974271602438	4.9938132011608	0.316339969556164	0.751744476293896	0.99376608161118	1	173
transcript:AT2G09460.1	11	9	13	23	13.7380168119108	0.996815329797937	0.679329284992518	1.46735221315965	0.142280266874997	0.99376608161118	1	31
transcript:AT2G09465.1	3	18	8	18	11.6208533938295	0.400852372481721	0.847709731794928	0.472865129946028	0.636309404043247	0.99376608161118	1	133
transcript:AT2G09680.1	4	1	4	0	2.19703256044291	-0.0633413557378005	2.32507343569557	-0.0272427333973007	0.978266132019677	0.994941598221685	1	246
transcript:AT2G09685.1	10	6	9	7	7.79013045316477	0.178840590204093	0.928574569031267	0.192596907312105	0.847274667190409	0.99376608161118	1	214
transcript:AT2G09690.1	15	12	11	11	11.8642963231339	-0.131323244873364	0.719870695589567	-0.182426157472366	0.855248299520019	0.99392293480449	1	215
transcript:AT2G09695.1	13	9	12	7	9.98782608860707	-0.0301166547210514	0.811812680021718	-0.037098034389221	0.97040683928141	0.994941598221685	1	240
transcript:AT2G09700.1	16	12	4	2	7.98572433140539	-2.04511386418557	1.00746980800285	-2.02995052351959	0.0423615687134427	0.966613977006737	1	11
transcript:AT2G09705.1	0	0	2	1	0.78584240171262	3.20916770843974	4.20898442639785	0.76245654137196	0.445787571354199	0.99376608161118	1	86.5
transcript:AT2G09815.1	0	0	0	0	0	NA	NA	NA	1	1	1	269.5
transcript:AT3G01313.1	0	0	0	0	0	NA	NA	NA	1	1	1	269.5
transcript:AT3G01316.1	5	1	0	0	1.33226142291476	-3.81916568446096	3.29319661936573	-1.15971383609538	0.246165335007604	0.99376608161118	1	51.5
transcript:AT3G00985.1	1	5	1	2	2.19954619466714	-0.907111940719628	2.18590826443128	-0.414981705993795	0.678155295336677	0.99376608161118	1	152
transcript:AT3G01145.1	1	6	8	4	4.82739657927286	0.913438611894331	1.35525455392812	0.67399781778765	0.500312701051639	0.99376608161118	1	96
transcript:AT3G01155.1	12	13	11	8	10.721979655033	-0.233271134614981	0.772256111807861	-0.302064471939096	0.762602915401187	0.99376608161118	1	177
transcript:AT3G02045.1	5	6	12	13	8.9820644127356	1.33657638054318	0.876271685759658	1.52529906222461	0.127184521581451	0.99376608161118	1	21
transcript:AT3G02205.1	37	22	19	10	21.0149508251069	-0.8386892612429	0.550808516752753	-1.52265122222025	0.127845987466791	0.99376608161118	1	22
transcript:AT3G02385.1	0	0	1	0	0.270585384080884	1.6530628823245	4.9887800600553	0.331356135653368	0.740375493752707	0.99376608161118	1	169
transcript:AT3G02435.1	10	8	7	8	7.98245017642952	-0.101980983425928	0.906695347593634	-0.11247546785873	0.910446420112625	0.994941598221685	1	226
transcript:AT3G02445.1	17	5	5	7	7.98637227947109	-0.689396149193874	0.959325062142401	-0.718626226291106	0.472371249681357	0.99376608161118	1	90
transcript:AT3G13525.1	0	0	0	0	0	NA	NA	NA	1	1	1	269.5
transcript:AT3G02725.1	0	0	0	0	0	NA	NA	NA	1	1	1	269.5
transcript:AT3G02795.1	0	1	0	0	0.244409428937833	-1.34521552935649	4.9874734092336	-0.269718837370844	0.787376567341956	0.99376608161118	1	188
transcript:AT3G14475.1	31	20	5	13	16.1665290979791	-1.3488547402646	0.645778554058162	-2.08872644002841	0.036732355375811	0.966613977006737	1	9
transcript:AT3G03175.1	0	2	0	2	0.978162124977369	0.0240577355245679	3.79470987048574	0.00633980893023804	0.994941598221685	0.994941598221685	1	250.5
transcript:AT3G03415.1	0	0	0	0	0	NA	NA	NA	1	1	1	269.5
transcript:AT3G03425.1	0	1	0	0	0.244409428937833	-1.34521552935649	4.9874734092336	-0.269718837370844	0.787376567341956	0.99376608161118	1	188
transcript:AT3G03445.1	1	1	0	0	0.461979827733218	-2.2865632464972	4.89227486387603	-0.467382416180438	0.64022630074185	0.99376608161118	1	137
transcript:AT3G03585.1	5	1	2	0	1.87343219107653	-1.32658269266309	2.55809815323674	-0.518581623220585	0.604052526796957	0.99376608161118	1	124
transcript:AT3G21805.1	6	10	3	12	7.49733243700351	0.0175112857250916	0.999144382583924	0.0175262815167964	0.986016766446037	0.994941598221685	1	247
transcript:AT3G04155.1	4	9	4	6	5.62033779325068	-0.255412999659339	1.16265945472317	-0.219679974752499	0.826120401541992	0.99376608161118	1	207
transcript:AT3G04165.1	16	20	9	13	13.9853146523718	-0.567697537207194	0.66352687318406	-0.855575802805076	0.392232458911405	0.99376608161118	1	75
transcript:AT3G04175.1	18	10	8	12	11.4611041429526	-0.320000925871411	0.748082966678712	-0.427761277993174	0.668824931205526	0.99376608161118	1	149
transcript:AT3G24612.1	1	0	0	0	0.217570398795385	-1.26045683859641	4.99324581909585	-0.252432362487743	0.800706888246764	0.99376608161118	1	197.5
transcript:AT3G24614.1	0	0	0	0	0	NA	NA	NA	1	1	1	269.5
transcript:AT3G24615.1	7	0	4	0	2.60533432789123	-0.499810313917296	4.19754810249137	-0.119071968137934	0.90521833890234	0.994941598221685	1	225
transcript:AT3G04985.1	2	4	0	0	1.4127785133421	-3.8970074919405	3.17172801281961	-1.22867013696932	0.219195507140897	0.99376608161118	1	45.5
transcript:AT3G27865.1	4	2	2	5	3.12362938897323	0.376975715938405	1.68938221163097	0.223144125315765	0.823423336989475	0.99376608161118	1	206
transcript:AT3G05325.1	2	7	4	2	3.71769160358084	-0.446966289435955	1.55577102703696	-0.287295676335627	0.773885932968034	0.99376608161118	1	182
transcript:AT3G05335.1	4	13	18	15	12.5882155880921	1.09311387164268	0.757217241787913	1.44359347795839	0.14885336060841	0.99376608161118	1	33
transcript:AT3G05355.1	14	7	10	14	10.888108296221	0.360969959752858	0.77089119085252	0.468250207080023	0.639605671817082	0.99376608161118	1	134
transcript:AT3G05715.1	4	9	3	4	4.86040914206809	-0.768141431676087	1.28998755337041	-0.595464219533848	0.551533209455897	0.99376608161118	1	111
transcript:AT3G07715.1	8	8	3	3	5.24160967476095	-1.25805922804305	1.22616489480806	-1.02601145520479	0.30488618455154	0.99376608161118	1	63
transcript:AT3G47342.1	7	14	12	13	11.372480641829	0.388844250163239	0.761640244686429	0.510535325405932	0.609676472720079	0.99376608161118	1	126
transcript:AT3G07725.1	21	9	21	26	18.8124187731643	0.820849827612026	0.570615851189633	1.4385331671048	0.150282833774762	0.99376608161118	1	34
transcript:AT3G07735.1	23	10	20	23	18.4873687149595	0.557388592786458	0.572333235540944	0.973888214371543	0.330112046165804	0.99376608161118	1	67
transcript:AT3G47347.1	35	29	29	44	33.3153654116187	0.342890547463067	0.418945315783901	0.818461346969531	0.413093804515939	0.99376608161118	1	78
transcript:AT3G47348.1	94	60	56	70	67.3959790801253	-0.123872404221154	0.321363962561775	-0.385458292316591	0.699897901552461	0.99376608161118	1	158
transcript:AT3G08165.1	19	11	22	8	14.7325928136147	0.197431560075785	0.685089498950154	0.288183602840699	0.773206199649828	0.99376608161118	1	181
transcript:AT3G50825.1	29	21	22	24	23.2671372277605	0.0442250257632926	0.488219695639362	0.0905842721182652	0.927822929578588	0.994941598221685	1	230
transcript:AT3G08210.1	0	0	0	0	0	NA	NA	NA	1	1	1	269.5
transcript:AT3G08275.1	0	2	0	2	0.978162124977369	0.0240577355245679	3.79470987048574	0.00633980893023804	0.994941598221685	0.994941598221685	1	250.5
transcript:AT3G08485.1	3	6	0	5	3.34252593776741	-0.769094890126173	1.77587772807947	-0.433078740706949	0.664957566767255	0.99376608161118	1	148
transcript:AT3G58193.1	0	0	0	0	0	NA	NA	NA	1	1	1	269.5
transcript:AT3G58196.1	0	0	0	0	0	NA	NA	NA	1	1	1	269.5
transcript:AT3G09225.1	0	4	0	0	0.977637715751331	-3.36322007256078	4.17071053990379	-0.806390191882836	0.420017900483816	0.99376608161118	1	82.5
transcript:AT3G09865.1	0	5	2	0	1.76321791285093	-1.18297166807422	2.86469170928076	-0.412949031912138	0.67964395632321	0.99376608161118	1	153
transcript:AT4G03915.1	0	2	0	13	3.66955009403674	2.71229141183611	4.22335902758156	0.642211896768165	0.520735609566497	0.99376608161118	1	102
transcript:AT4G03925.1	3	1	4	0	1.97946216164752	0.251991985363075	2.45850940480404	0.102497873252253	0.918361500859023	0.994941598221685	1	228
transcript:AT4G02555.1	1	2	0	0	0.706389256671051	-2.8972119325836	4.42127448665444	-0.655288863274334	0.512281789705409	0.99376608161118	1	98.5
transcript:AT4G04205.1	0	1	0	0	0.244409428937833	-1.34521552935649	4.9874734092336	-0.269718837370844	0.787376567341956	0.99376608161118	1	188
transcript:AT4G04465.1	4	0	0	0	0.87028159518154	-3.20579718564265	4.40355415183896	-0.72800221709636	0.466612229105449	0.99376608161118	1	89
transcript:AT4G03295.1	0	1	0	0	0.244409428937833	-1.34521552935649	4.9874734092336	-0.269718837370844	0.787376567341956	0.99376608161118	1	188
transcript:AT4G04475.1	1	1	0	0	0.461979827733218	-2.2865632464972	4.89227486387603	-0.467382416180438	0.64022630074185	0.99376608161118	1	137
transcript:AT4G04485.1	1	3	0	1	1.19547031915974	-1.89837143792949	3.25927310763843	-0.582452398198994	0.560261996096044	0.99376608161118	1	112
transcript:AT4G05045.1	0	0	0	0	0	NA	NA	NA	1	1	1	269.5
transcript:AT4G05055.1	0	0	0	0	0	NA	NA	NA	1	1	1	269.5
transcript:AT4G05048.1	0	0	0	0	0	NA	NA	NA	1	1	1	269.5
transcript:AT4G06010.1	1	2	4	0	1.78873079299459	0.610909426507403	2.59997145653655	0.234967743577155	0.814233769279059	0.99376608161118	1	202
transcript:AT4G06015.1	0	3	0	0	0.733228286813498	-2.94828547447571	4.79022371682026	-0.615479703823264	0.538237968948669	0.99376608161118	1	106.5
transcript:AT4G13245.1	0	3	0	0	0.733228286813498	-2.94828547447571	4.79022371682026	-0.615479703823264	0.538237968948669	0.99376608161118	1	106.5
