WT_AGO1.1	WT_AGO1.2	ago1.1	ago1.2	baseMean	log2FC	lfcSE	stat	p.value	q.value	q.value_BH	ranking
transcript:AT3G03155.2	32	33	32	27	30.8485225574987	-0.400859373811723	0.629887685996931	-0.63639817498143	0.524516930110486	0.825513758528785	1	131
transcript:AT3G17185.1	0	0	0	0	0	NA	NA	NA	1	1	1	312
transcript:AT3G17185.2	0	0	0	0	0	NA	NA	NA	1	1	1	312
transcript:AT3G18362.1	0	0	0	0	0	NA	NA	NA	1	1	1	312
transcript:AT3G18362.2	0	0	0	0	0	NA	NA	NA	1	1	1	312
transcript:AT3G03695.1	0	0	0	0	0	NA	NA	NA	1	1	1	312
transcript:AT3G03745.1	30	33	38	42	34.99160702333	0.087889907609007	0.590904006835444	0.148738046437859	0.881760338427659	0.98487248402544	1	217
transcript:AT3G04195.1	13	11	27	23	17.8050171989743	0.788153503086749	0.830581944008102	0.948917212531002	0.342662719504708	0.677822825034439	1	100
transcript:AT3G04355.1	30	29	50	66	42.1291269038798	0.712143510457882	0.554137836222727	1.28513785543358	0.198744115152266	0.472688706308093	0.947282293434532	79
transcript:AT3G04535.1	0	0	0	0	0	NA	NA	NA	1	1	1	312
transcript:AT3G04685.1	114	115	62	70	91.6779263213788	-1.05713811311995	0.384855469812242	-2.74684445471358	0.00601716640197614	0.0365179754050966	0.0782231632256898	29
transcript:AT3G25795.1	2	8	4	2	3.90092733332922	-0.928659695986083	1.75032312115438	-0.530564719600806	0.595720449284554	1	1	149
transcript:AT3G26612.1	61	84	110	137	94.2932449536637	0.524447039387485	0.380578525370662	1.37802583284672	0.168195312472579	0.422891071359627	0.85688692975895	74
transcript:AT3G05185.1	0	0	0	0	0	NA	NA	NA	1	1	1	312
transcript:AT3G05215.1	0	0	0	0	0	NA	NA	NA	1	1	1	312
transcript:AT3G27884.2	0	0	0	0	0	NA	NA	NA	1	1	1	312
transcript:AT3G27884.3	0	0	0	0	0	NA	NA	NA	1	1	1	312
transcript:AT3G27884.1	0	0	0	0	0	NA	NA	NA	1	1	1	312
transcript:AT3G41761.1	64	78	62	90	72.3177603163953	-0.152306724883519	0.433220963673007	-0.351568224197201	0.725162099081849	0.930240589789958	1	179
transcript:AT3G44765.1	0	3	5	0	1.85700407112389	0.589060761525034	2.8659941458067	0.205534530622437	0.837154522396367	1	1	206
transcript:AT3G44798.1	179	194	147	166	171.057053384159	-0.51096487915174	0.290428920728621	-1.75934572173406	0.0785188051251881	0.277617203498911	0.583232732918877	50
transcript:AT3G45638.1	4	4	0	0	2.16481107577516	-4.70621326391592	2.74140231890704	-1.71671747392124	0.0860308058436186	1	0.611954977415929	53
transcript:AT3G45638.2	0	0	0	0	0	NA	NA	NA	1	1	1	312
transcript:AT3G46614.1	2	12	4	2	4.8799208886717	-1.39799930073379	1.62752388134319	-0.858973141199028	0.390355334458719	0.701046314946272	1	112
transcript:AT3G07485.1	0	0	1	1	0.450463950290548	2.18446931474472	4.89226978378658	0.446514483314933	0.655225652988867	1	1	166
transcript:AT3G07635.1	4	4	0	2	2.61663541450945	-2.26035927137857	2.29421907180402	-0.985241252310388	0.324505581903263	1	1	97
transcript:AT3G48115.2	0	0	0	0	0	NA	NA	NA	1	1	1	312
transcript:AT3G48115.1	42	92	62	81	67.18903187341	-0.123774442843502	0.471773824287135	-0.262359708130328	0.793044133175119	0.955998407115212	1	197
transcript:AT3G08085.1	2	9	0	2	3.24746859847122	-2.63928811210613	2.15726180663736	-1.22344358203798	0.221162200937126	1	0.992597020872576	84
transcript:AT3G08170.1	19	36	52	38	34.7049302641061	0.482402979532196	0.61397225686926	0.785708106734403	0.432038512789799	0.760387782510047	1	116
transcript:AT3G08170.2	248	275	532	410	352.912030088402	0.591656197009967	0.231209754947612	2.55895862674145	0.0104986235307685	0.0577424294192268	0.123686908471866	32
transcript:AT3G52742.1	0	0	0	0	0	NA	NA	NA	1	1	1	312
transcript:AT3G52748.1	6	10	19	30	15.2700590875642	1.37950886887742	0.918200934311742	1.50240412237379	0.132992772367912	0.377527869947622	0.759670836101559	66
transcript:AT3G53365.1	8	22	11	18	14.2925882340151	-0.255560560475204	0.947625140427865	-0.269685289649254	0.787402378528786	0.955743576697009	1	195
transcript:AT3G54366.1	367	402	353	374	370.945539820891	-0.338565299507175	0.214081497829189	-1.58147856279158	0.113768656729216	0.350704344638713	0.704273106865029	59
transcript:AT3G08410.1	0	1	0	0	0.244748388835622	-1.6616118788516	4.99053578040508	-0.33295260308037	0.739170061015437	1	1	184
transcript:AT3G55485.1	4	9	5	10	6.77043361824173	-0.0106970419264505	1.32771300517696	-0.00805674259779115	0.993571719015401	0.996853036684996	1	245
transcript:AT3G08705.1	34	42	34	36	36.1264799033868	-0.368941722713136	0.580868250756608	-0.635155600659139	0.52532693724559	0.825513758528785	1	132
transcript:AT3G08785.1	1866	2068	1023	1365	1597.4101244647	-0.977043687587374	0.170366789018931	-5.73494219861599	9.75456066063947e-09	2.45257525181792e-07	5.25352767008726e-07	7
transcript:AT3G57157.1	14	21	232	158	97.080213421301	3.23337272090203	0.444671890931127	7.27136746631648	3.55866418841526e-13	1.56581224290271e-11	3.35404099758138e-11	4
transcript:AT3G08895.1	126	168	132	154	142.902290382443	-0.285414526478286	0.313445582668637	-0.910571219566413	0.362521340543949	0.677822825034439	1	106
transcript:AT3G08975.1	40	36	41	47	40.4936121805245	-0.0567106611098875	0.557917876243922	-0.101646969069501	0.919036896569228	0.995480276045138	1	225
transcript:AT3G59765.3	0	3	0	7	2.31563035207687	1.07883357909459	2.6422483406231	0.408301355519134	0.683052444245814	1	1	173
transcript:AT3G59765.2	0	0	0	0	0	NA	NA	NA	1	1	1	312
transcript:AT3G59765.1	0	0	0	0	0	NA	NA	NA	1	1	1	312
transcript:AT3G60176.1	0	0	1	0	0.224551780923405	1.18321089284256	4.99726510796943	0.236771687568792	0.812833917117249	1	1	202
transcript:AT3G60238.1	0	0	0	0	0	NA	NA	NA	1	1	1	312
transcript:AT3G60972.1	6	9	7	6	6.9087972628363	-0.4461639716629	1.28974160109538	-0.345932837464475	0.729393189721671	0.930240589789958	1	182
transcript:AT3G61118.1	0	6	18	2	5.9622467283693	1.5815262954387	1.70000716484388	0.930305664672856	0.352212845709917	0.677822825034439	1	101
transcript:AT3G61198.1	18	23	142	107	67.0243467985742	2.35264657785534	0.477159719104367	4.93052217876075	8.20101047129234e-07	1.6037531588305e-05	3.43531216408579e-05	9
transcript:AT4G03605.1	0	0	0	0	0	NA	NA	NA	1	1	1	312
transcript:AT4G03675.1	27	22	23	24	23.975315843354	-0.334337953921244	0.716232121091539	-0.466801116671104	0.640642176853693	0.869645625901589	1	156
transcript:AT4G03685.1	4	3	0	5	3.04962353377526	-0.761774929915042	2.11294236457242	-0.360528021344869	0.718452305548106	1	1	177
transcript:AT4G00975.1	32	25	34	28	29.5655511780277	-0.155613591481296	0.653503724601792	-0.238121965679871	0.81178649852101	0.965367727970931	1	199
transcript:AT4G00975.2	0	0	0	0	0	NA	NA	NA	1	1	1	312
transcript:AT4G00975.3	0	0	0	0	0	NA	NA	NA	1	1	1	312
transcript:AT4G01533.1	12	9	8	2	8.00842664694014	-1.35252472268581	1.2795032127107	-1.05707020447445	0.290479548266858	0.611770964300292	1	91
transcript:AT4G03955.1	30	46	12	9	24.8798881850688	-2.09339675161966	0.735678580870366	-2.84553173906871	0.00443373406771645	0.0289013776265961	0.0619080645751519	27
transcript:AT4G02005.6	0	0	0	0	0	NA	NA	NA	1	1	1	312
transcript:AT4G02005.5	0	0	0	0	0	NA	NA	NA	1	1	1	312
transcript:AT4G02005.3	0	0	0	0	0	NA	NA	NA	1	1	1	312
transcript:AT4G02005.1	0	0	0	0	0	NA	NA	NA	1	1	1	312
transcript:AT4G02005.4	0	0	0	0	0	NA	NA	NA	1	1	1	312
transcript:AT4G02005.2	0	0	0	0	0	NA	NA	NA	1	1	1	312
transcript:AT4G04325.1	10	11	13	13	11.5128074320507	0.0512231930525903	1.00674171484632	0.0508801734319805	0.959421004352778	0.995480276045138	1	235
transcript:AT4G03038.1	0	0	2	0	0.449103561846809	2.18050413351932	4.89256248343658	0.445677319584832	0.655830349993681	1	1	168
transcript:AT4G03811.1	0	0	0	2	0.451824338734288	2.18842559959912	4.89197852413442	0.447349796979401	0.654622517564707	1	1	162.5
transcript:AT4G03935.1	0	0	0	0	0	NA	NA	NA	1	1	1	312
transcript:AT4G03935.3	0	0	0	0	0	NA	NA	NA	1	1	1	312
transcript:AT4G03935.2	0	0	0	0	0	NA	NA	NA	1	1	1	312
transcript:AT4G04223.1	0	0	0	5	1.12956084683572	3.51048768881554	3.87885653190051	0.905031588547958	0.365448652624169	1	1	107
transcript:AT4G04223.2	0	0	0	0	0	NA	NA	NA	1	1	1	312
transcript:AT4G04315.1	0	0	0	0	0	NA	NA	NA	1	1	1	312
transcript:AT4G06701.5	0	0	0	0	0	NA	NA	NA	1	1	1	312
transcript:AT4G06701.3	0	0	0	0	0	NA	NA	NA	1	1	1	312
transcript:AT4G06701.2	0	0	0	0	0	NA	NA	NA	1	1	1	312
transcript:AT4G06701.4	0	0	0	0	0	NA	NA	NA	1	1	1	312
transcript:AT4G06701.1	0	0	0	0	0	NA	NA	NA	1	1	1	312
transcript:AT4G08035.1	3	2	8	6	4.53074718158585	1.20425256692072	1.62024368100092	0.743253981510229	0.457327926841553	0.789114854157973	1	121
transcript:AT4G08035.2	0	0	0	0	0	NA	NA	NA	1	1	1	312
transcript:AT4G05365.1	0	0	0	0	0	NA	NA	NA	1	1	1	312
transcript:AT4G05690.1	192	224	166	194	192.845436570459	-0.46207149413858	0.276387556472535	-1.67182452074139	0.0945589300498983	0.30819206831078	0.625416081207222	57
transcript:AT4G10507.1	0	2	2	0	0.938600339518053	-0.14492584892862	3.80349671200598	-0.038103319104011	0.969605304971281	1	1	238.5
transcript:AT4G05905.1	0	0	2	0	0.449103561846809	2.18050413351932	4.89256248343658	0.445677319584832	0.655830349993681	1	1	168
transcript:AT4G05940.1	12	13	0	0	6.7391816161611	-6.34506080797741	1.95606614799197	-3.24378642025527	0.00117952154698498	0.00902590401171112	0.0193338966614494	23
transcript:AT4G12917.1	181	236	133	153	175.848811340771	-0.790881296257876	0.287575159074297	-2.75017250726287	0.00595638980303936	0.0365179754050966	0.0782231632256898	28
transcript:AT4G13495.2	68	79	52	62	65.1772676741495	-0.620452428178557	0.443680790215283	-1.39842076073995	0.161986752427934	0.419259829813476	0.84818063424071	72
transcript:AT4G13495.1	0	0	0	0	0	NA	NA	NA	1	1	1	312
transcript:AT4G14548.1	9	39	23	27	23.477596119714	-0.127891636994297	0.793760132897045	-0.161121265346901	0.87199789173699	0.983792493241733	1	215
transcript:AT4G15242.1	0	0	0	0	0	NA	NA	NA	1	1	1	312
transcript:AT4G16355.1	1	2	0	0	0.785951157779412	-3.24882184187175	4.08721243550313	-0.794874720396526	0.426686380676373	1	1	115
transcript:AT4G16748.1	0	0	0	0	0	NA	NA	NA	1	1	1	312
transcript:AT4G16892.1	7	42	10	9	16.6333403253916	-1.53918881670045	0.969187854436952	-1.58812227129552	0.112258693100456	0.350704344638713	0.704273106865029	58
transcript:AT4G06785.1	21	36	37	48	34.1886840041428	0.34438323973637	0.610462787624692	0.564134697016281	0.572662466228851	0.8375439598366	1	143
transcript:AT4G23205.1	5	4	3	4	4.03856947612212	-0.637322082719302	1.67320853420286	-0.380898178374958	0.703278804231085	0.923709474213962	1	174
transcript:AT4G26255.1	13	19	47	59	32.3868780253445	1.4859169929772	0.637202782004032	2.33193739095727	0.0197039850826526	0.0990828964156247	0.212240067890287	35
transcript:AT4G07975.1	93	133	91	76	97.7253300011301	-0.678524597759703	0.372820738302319	-1.81997546823559	0.0687627408328829	0.271764162795411	0.569476163762864	45
transcript:AT4G07975.2	299	445	273	270	319.851814605412	-0.69334822014078	0.232085099677752	-2.98747408215128	0.00281293144493969	0.0190413820888225	0.0407875059516255	26
transcript:AT4G08055.1	102	74	142	93	101.245912187137	0.134570242091995	0.406494026548393	0.331050970747719	0.740605985037526	0.931047524047175	1	187
transcript:AT4G30872.1	0	0	0	0	0	NA	NA	NA	1	1	1	312
transcript:AT4G30975.3	0	0	0	0	0	NA	NA	NA	1	1	1	312
transcript:AT4G30975.1	0	0	0	0	0	NA	NA	NA	1	1	1	312
transcript:AT4G30975.2	0	0	0	0	0	NA	NA	NA	1	1	1	312
transcript:AT4G31408.1	0	0	0	0	0	NA	NA	NA	1	1	1	312
transcript:AT4G31408.3	0	0	0	0	0	NA	NA	NA	1	1	1	312
transcript:AT4G31408.2	0	0	0	0	0	NA	NA	NA	1	1	1	312
transcript:AT4G09195.1	0	0	0	0	0	NA	NA	NA	1	1	1	312
transcript:AT4G36648.1	1453	1970	3444	2703	2296.89946760294	0.599940272848397	0.157425324967323	3.81095146522916	0.000138432947085318	0.00162427991246773	0.00347928140341099	15
transcript:AT4G09365.1	8	7	10	11	8.81542543498733	0.216205038616789	1.14984795953803	0.188029240582079	0.850853729311119	0.980159736305238	1	209
transcript:AT4G09405.1	0	3	0	3	1.4119816746083	-0.136282809520128	3.19503449112489	-0.0426545659831503	0.965976897673767	1	1	236
transcript:AT4G09535.1	15	17	24	21	18.7409366106998	0.236403470299225	0.797709716178211	0.296352752768041	0.766960703326237	0.950599181587449	1	190
transcript:AT4G39404.1	0	1	2	8	2.50114930561958	3.09379203778675	2.52749183759358	1.22405619348403	0.220931029950201	1	0.992597020872576	83
transcript:AT4G40065.1	123	167	125	215	153.976958718215	-0.0141570529193978	0.340538036339573	-0.041572603963925	0.966839413224049	0.995480276045138	1	237
transcript:AT5G00885.1	0	0	0	0	0	NA	NA	NA	1	1	1	312
transcript:AT5G03285.1	63	68	72	78	69.1083938247592	-0.0625866531596135	0.429516044403813	-0.145714354504467	0.884146889068293	0.98487248402544	1	219
transcript:AT5G00925.1	37	38	63	46	44.807972828819	0.278001932024438	0.534992320603152	0.519637238364502	0.603316438364976	0.856320106066418	1	152
transcript:AT5G06165.1	10	12	31	38	21.4472921116861	1.39749731160993	0.769863979481735	1.81525223787027	0.0694851552601903	0.271764162795411	0.569476163762864	46
transcript:AT5G01265.1	14	25	18	20	18.8292464863691	-0.267113287552461	0.802342684739124	-0.332916710818285	0.739197154889036	0.931047524047175	1	186
transcript:AT5G07322.1	106	124	65	56	89.0199117516643	-1.18050447749769	0.387423099159596	-3.0470678698778	0.00231085526439605	0.0162684210613482	0.0348476973870924	25
transcript:AT5G10278.2	2	0	0	0	0.592908760216337	-2.8273732634097	4.88370604781482	-0.578940099123039	0.562629592039599	1	1	139.5
transcript:AT5G10278.1	7	4	8	3	5.52832497158833	-0.295038616159405	1.47585095832552	-0.199910847701147	0.841550306453553	0.980159736305238	1	207
transcript:AT5G02115.1	41	43	63	76	53.9948973744441	0.467501242154482	0.486845661090569	0.960265808074053	0.336921453806967	0.677822825034439	1	99
transcript:AT5G02135.1	0	0	0	0	0	NA	NA	NA	1	1	1	312
transcript:AT5G02445.1	2	3	4	2	2.67718538915111	0.0219451499792492	2.02829932266083	0.0108194829698313	0.991367470005234	1	1	244
transcript:AT5G02535.1	1	6	6	3	3.78999190676376	0.180968978363216	1.78244565397997	0.101528469021839	0.919130959306481	1	1	226
transcript:AT5G02825.1	0	2	0	0	0.489496777671243	-2.57607084916338	4.90229490748011	-0.525482635741215	0.599247721240707	1	1	150.5
transcript:AT5G02975.1	0	0	0	0	0	NA	NA	NA	1	1	1	312
transcript:AT5G03315.1	10	21	3	6	10.1333883256028	-2.00272204839632	1.14565335509923	-1.74810472948238	0.0804458941957072	0.277617203498911	0.583232732918877	52
transcript:AT5G22788.1	13	10	5	12	10.1350957667852	-0.712675849357833	1.11065312198781	-0.641672755650576	0.521085682325413	0.825513758528785	1	130
transcript:AT5G23155.2	0	0	0	0	0	NA	NA	NA	1	1	1	312
transcript:AT5G23155.1	2	0	0	0	0.592908760216337	-2.8273732634097	4.88370604781482	-0.578940099123039	0.562629592039599	1	1	139.5
transcript:AT5G23410.1	127	152	180	159	151.190816872341	0.0285647623526291	0.303155877133482	0.0942246695750246	0.924930688463725	0.995480276045138	1	228
transcript:AT5G24205.1	19	2	114	93	52.7308647761389	2.93981825287231	1.34944815818582	2.17853367321984	0.0293663280969734	0.139688479596414	0.299219072771864	37
transcript:AT5G24206.1	1	3	32	26	14.0900729397097	3.62927330051076	1.14345212076412	3.17396175546508	0.00150373503061004	0.0110273902244736	0.0236211711058327	24
transcript:AT5G24735.1	697	831	500	524	640.668481267881	-0.829863305860073	0.177665611281597	-4.67092815471618	2.99841806620551e-06	5.27721579652169e-05	0.000113040361095948	10
transcript:AT5G03965.1	202	238	264	267	237.734120709534	0.0180801057438086	0.249685223436227	0.0724115968697945	0.942274356055972	0.995480276045138	1	231
transcript:AT5G04175.1	28	49	227	161	107.638507233697	2.09802742516011	0.394827628234866	5.31378068586448	1.07373836987086e-07	2.36222441371589e-06	5.05999206801642e-06	8
transcript:AT5G28262.1	7	18	14	25	15.2721808269046	0.430159963716616	0.922075344034962	0.466512814272047	0.640848477429035	0.869645625901589	1	157
transcript:AT5G28824.1	0	0	0	2	0.451824338734288	2.18842559959912	4.89197852413442	0.447349796979401	0.654622517564707	1	1	162.5
transcript:AT5G33399.1	0	2	0	4	1.39314545513982	0.856198020978595	3.23625785650833	0.264564215504869	0.791345189946942	1	1	196
transcript:AT5G33439.1	0	0	0	0	0	NA	NA	NA	1	1	1	312
transcript:AT5G34871.1	1	4	8	2	3.52368652157218	0.800929720029391	1.86892065059862	0.428552019997665	0.66824926883942	1	1	171
transcript:AT5G05295.1	0	2	2	0	0.938600339518053	-0.14492584892862	3.80349671200598	-0.038103319104011	0.969605304971281	1	1	238.5
transcript:AT5G37485.1	6	6	0	1	3.47312878302988	-3.84716872829153	2.27504714338243	-1.69102813516723	0.0908314292311509	1	0.618246086626553	55
transcript:AT5G38005.1	11	43	13	12	19.4152980855316	-1.30022498281801	0.862834821252736	-1.50692224142071	0.131830589703735	0.377527869947622	0.759670836101559	65
transcript:AT5G05785.1	0	1	3	0	0.918403731605836	1.35944580355727	3.90266803249349	0.348337545555648	0.727586700084397	1	1	180
transcript:AT5G05865.1	0	0	52	32	18.9058820277656	7.57588183803394	1.64981948511685	4.59194591067481	4.39132193798383e-06	6.44060550904295e-05	0.000137960697551659	12
transcript:AT5G40275.1	0	0	0	2	0.451824338734288	2.18842559959912	4.89197852413442	0.447349796979401	0.654622517564707	1	1	162.5
transcript:AT5G40316.1	0	0	0	2	0.451824338734288	2.18842559959912	4.89197852413442	0.447349796979401	0.654622517564707	1	1	162.5
transcript:AT5G06095.1	0	0	0	0	0	NA	NA	NA	1	1	1	312
transcript:AT5G43403.1	81	76	139	126	102.291313228882	0.489209081328097	0.367188005441742	1.33231225987232	0.182757600160065	0.442358602981206	0.886811706923497	76
transcript:AT5G43725.1	0	0	0	0	0	NA	NA	NA	1	1	1	312
transcript:AT5G43725.2	105	142	120	141	124.681810717592	-0.165288674390874	0.332696921390467	-0.496814559329464	0.619319827233128	0.869645625901589	1	153
transcript:AT5G44569.1	21	12	49	43	29.879783196333	1.18937601213609	0.67831761387101	1.75342050363189	0.0795298540938947	0.277617203498911	0.583232732918877	51
transcript:AT5G45475.1	309	350	422	447	373.009930802682	0.143671534817618	0.212441489926137	0.676287550363021	0.498858095539797	0.812953933472263	1	127
transcript:AT5G06955.1	0	0	6	1	1.57322285490757	3.98896825730595	3.13705259608452	1.27156562892338	0.203527495406358	1	0.947282293434532	81
transcript:AT5G48412.1	756	845	671	537	702.920979877636	-0.66344145243407	0.186058899204464	-3.56576038701056	0.000362802740628607	0.00366884514159573	0.0078588330589863	17
transcript:AT5G49615.1	2	0	0	0	0.592908760216337	-2.8273732634097	4.88370604781482	-0.578940099123039	0.562629592039599	1	1	139.5
transcript:AT5G50190.1	0	0	0	2	0.451824338734288	2.18842559959912	4.89197852413442	0.447349796979401	0.654622517564707	1	1	162.5
transcript:AT5G08125.1	0	0	0	0	0	NA	NA	NA	1	1	1	312
transcript:AT5G08575.1	0	0	0	0	0	NA	NA	NA	1	1	1	312
transcript:AT5G08615.1	38	39	74	87	57.0816441319731	0.80402991206741	0.476943577601562	1.68579670599757	0.0918349624697267	0.30496138480513	0.618246086626553	56
transcript:AT5G57735.1	0	0	4	0	0.898207123693618	3.18038340097385	4.25112288449581	0.748127844662634	0.454383048174039	1	1	119.5
transcript:AT5G08875.1	15	21	27	27	21.7490585250154	0.341321481445925	0.74327398662864	0.459213543842828	0.646080825523137	0.869645625901589	1	158
transcript:AT5G09865.1	19	15	19	12	16.2812889245399	-0.410263595810483	0.871150628233041	-0.470944498591044	0.637680369786697	0.869645625901589	1	155
