ago1.1	ago1.2	deltaN.1	deltaN.2	baseMean	log2FC	lfcSE	stat	p.value	q.value	q.value_BH	ranking
transcript:at5g08712	0	1	0	0	0.219345668825415	-1.18670155797119	4.99472609170708	-0.237590918136935	0.81219839512009	0.930806914237344	1	123
transcript:at5g08717	0	0	0	0	0	NA	NA	NA	1	1	1	236
transcript:at5g01735	0	0	0	0	0	NA	NA	NA	1	1	1	236
transcript:at5g01745	0	1	0	0	0.219345668825415	-1.18670155797119	4.99472609170708	-0.237590918136935	0.81219839512009	0.930806914237344	1	123
transcript:at5g01755	0	0	0	0	0	NA	NA	NA	1	1	1	236
transcript:at5g10945	0	0	1	0	0.293997955897512	1.77576746210912	4.98250639573158	0.356400438066751	0.721540701354903	0.930806914237344	1	95
transcript:at5g01915	20	11	9	12	12.7442971638978	-0.347009488006283	0.961373025985005	-0.360951970387086	0.718135351998132	0.930806914237344	1	89
transcript:at5g11977	0	0	2	0	0.587995911795024	2.79988267449643	4.88429283046839	0.573242180941868	0.566480727846196	0.930806914237344	1	59
transcript:at5g13887	0	0	2	2	1.08041973266361	3.6873510470967	3.45784511101182	1.06637253223228	0.286255273304532	0.930806914237344	1	29
transcript:at5g14545	6	20	55	70	39.2109257648308	2.51551741874578	0.65000106235212	3.87002047295588	0.000108826214010307	0.0060503931718953	0.0134683409648354	2
transcript:at5g14565	3	13	4	5	5.96819061227129	-0.569029861601733	1.40737040298805	-0.40432132180242	0.685976448319644	0.930806914237344	1	85
transcript:at5g15833	0	2	0	0	0.438691337650831	-2.15309790087982	4.89603885787252	-0.439763237870911	0.660108595903426	0.930806914237344	1	80
transcript:at5g03145	0	0	0	0	0	NA	NA	NA	1	1	1	236
transcript:at5g03225	0	0	0	0	0	NA	NA	NA	1	1	1	236
transcript:at5g03265	5	9	3	0	4.03884745675355	-1.88454549159418	1.84515208124867	-1.02134968209171	0.307088795848314	0.930806914237344	1	31
transcript:at5g03305	0	0	0	0	0	NA	NA	NA	1	1	1	236
transcript:at5g03425	0	0	0	0	0	NA	NA	NA	1	1	1	236
transcript:at5g03475	6	0	7	2	3.96970059570991	0.845435499788541	1.88720532642173	0.447982785949181	0.654165620064919	0.930806914237344	1	76
transcript:at5g23065	1	0	2	0	0.82454442572148	1.31794869776113	3.95515015884377	0.333223428904254	0.738965634059215	0.930806914237344	1	101.5
transcript:at5g24825	0	0	0	0	0	NA	NA	NA	1	1	1	236
transcript:at5g04145	0	0	0	0	0	NA	NA	NA	1	1	1	236
transcript:at5g26038	187	181	85	76	127.638069605942	-0.944716102080364	0.363981137428065	-2.59550840671537	0.00944510923574082	0.229830991403027	0.511610083602628	6
transcript:at5g26147	0	0	0	0	0	NA	NA	NA	1	1	1	236
transcript:at5g04255	1	0	0	0	0.236548513926456	-1.24168538225085	4.99090406823359	-0.2487896712249	0.803523481123343	0.930806914237344	1	116
transcript:at5g04415	302	490	126	165	256.585736594988	-1.20367789222012	0.313666823026527	-3.83744088904909	0.000124323147367712	0.0060503931718953	0.0134683409648354	3
transcript:at5g27807	0	0	0	2	0.492423820868588	2.56729526356959	4.90148962959027	0.523778577041323	0.600432555381471	0.930806914237344	1	65.5
transcript:at5g04915	0	0	0	0	0	NA	NA	NA	1	1	1	236
transcript:at5g04935	0	0	0	3	0.738635731302882	3.15026177077411	4.43706304359993	0.709988057374593	0.477711542079042	0.930806914237344	1	46
transcript:at5g04955	0	0	0	0	0	NA	NA	NA	1	1	1	236
transcript:at5g04965	0	0	0	0	0	NA	NA	NA	1	1	1	236
transcript:at5g04975	0	0	0	0	0	NA	NA	NA	1	1	1	236
transcript:at5g04985	0	0	0	0	0	NA	NA	NA	1	1	1	236
transcript:at5g04995	0	0	0	0	0	NA	NA	NA	1	1	1	236
transcript:at5g05005	0	0	0	0	0	NA	NA	NA	1	1	1	236
transcript:at5g05035	0	0	0	0	0	NA	NA	NA	1	1	1	236
transcript:at5g35407	0	0	0	0	0	NA	NA	NA	1	1	1	236
transcript:at5g05185	0	0	0	0	0	NA	NA	NA	1	1	1	236
transcript:at5g05315	0	0	0	0	0	NA	NA	NA	1	1	1	236
transcript:at5g05505	0	0	0	0	0	NA	NA	NA	1	1	1	236
transcript:at5g05915	0	0	0	0	0	NA	NA	NA	1	1	1	236
transcript:at5g39635	0	0	2	0	0.587995911795024	2.79988267449643	4.88429283046839	0.573242180941868	0.566480727846196	0.930806914237344	1	59
transcript:at5g39693	0	0	1	0	0.293997955897512	1.77576746210912	4.98250639573158	0.356400438066751	0.721540701354903	0.930806914237344	1	95
transcript:at5g40384	0	0	4	0	1.17599182359005	3.80051210317588	3.69251285364362	1.02924817158746	0.303363071182862	0.930806914237344	1	30
transcript:at5g06105	0	0	0	0	0	NA	NA	NA	1	1	1	236
transcript:at5g06175	0	0	0	0	0	NA	NA	NA	1	1	1	236
transcript:at5g41663	0	0	1	1	0.540209866331806	2.68729895668106	4.61955044813637	0.581723045749001	0.560753245849021	0.930806914237344	1	56
transcript:at5g41905	0	0	1	0	0.293997955897512	1.77576746210912	4.98250639573158	0.356400438066751	0.721540701354903	0.930806914237344	1	95
transcript:at5g43603	0	0	0	0	0	NA	NA	NA	1	1	1	236
transcript:at5g06605	4	0	0	0	0.946194055705823	-3.25315189027522	4.01604556418226	-0.810038591018233	0.417917996373173	0.930806914237344	1	42
transcript:at5g45307	0	0	0	0	0	NA	NA	NA	1	1	1	236
transcript:at5g46845	1	0	8	0	2.58853216110655	3.33639051969173	2.67825337114497	1.24573371423234	0.212862171910235	0.930806914237344	1	22
transcript:at5g07055	0	0	0	0	0	NA	NA	NA	1	1	1	236
transcript:at5g07065	1	0	0	0	0.236548513926456	-1.24168538225085	4.99090406823359	-0.2487896712249	0.803523481123343	0.930806914237344	1	116
transcript:at5g07075	0	0	0	0	0	NA	NA	NA	1	1	1	236
transcript:at5g07655	0	0	0	0	0	NA	NA	NA	1	1	1	236
transcript:at5g50717	0	0	0	0	0	NA	NA	NA	1	1	1	236
transcript:at5g07875	0	0	0	0	0	NA	NA	NA	1	1	1	236
transcript:at5g52797	0	0	0	0	0	NA	NA	NA	1	1	1	236
transcript:at5g07965	24	29	15	28	23.3420915607949	-0.0860259329264057	0.719873783451983	-0.119501411086106	0.904878122163362	0.930806914237344	1	141
transcript:at5g08255	2	0	1	1	1.01330689418472	0.199379095214648	3.30152129457815	0.0603900679187119	0.951844968873714	0.965065037885849	1	144
transcript:at5g55835	0	0	0	0	0	NA	NA	NA	1	1	1	236
transcript:at5g08800	2	0	0	0	0.473097027852911	-2.25211744126968	4.88873572896609	-0.460674817811429	0.645031924586514	0.930806914237344	1	72
transcript:at5g58465	0	0	0	0	0	NA	NA	NA	1	1	1	236
transcript:at5g59505	0	0	0	0	0	NA	NA	NA	1	1	1	236
transcript:at5g08925	0	0	0	0	0	NA	NA	NA	1	1	1	236
transcript:at5g60408	1	0	0	0	0.236548513926456	-1.24168538225085	4.99090406823359	-0.2487896712249	0.803523481123343	0.930806914237344	1	116
transcript:at5g62162	5	7	0	0	2.71816225141019	-4.77996199056671	2.45987810323271	-1.94317026696771	0.0519955892905858	0.84348400404728	1	9
transcript:at5g62848	0	0	0	0	0	NA	NA	NA	1	1	1	236
transcript:at5g63715	0	0	0	0	0	NA	NA	NA	1	1	1	236
transcript:at5g66045	0	0	1	0	0.293997955897512	1.77576746210912	4.98250639573158	0.356400438066751	0.721540701354903	0.930806914237344	1	95
