Geneid	ago1-1	ago1-2	deltaN-1	deltaN-2
transcript:ATCG00230.1	2	0	0	0
transcript:ATCG00240.1	35	22	9	2
transcript:ATCG00250.1	4	13	4	3
transcript:ATCG00260.1	1	0	4	1
transcript:ATCG00290.1	173	191	233	195
transcript:ATCG00310.1	2	13	10	4
transcript:ATCG00320.1	7	15	12	11
transcript:ATCG00370.1	11	18	25	13
transcript:ATCG00390.1	204	231	234	284
transcript:ATCG00400.1	1293	1569	2054	2108
transcript:ATCG00410.1	5	8	15	11
transcript:ATCG00450.1	635	546	642	735
transcript:ATCG00460.1	39	54	40	50
transcript:ATCG00610.1	12	18	7	6
transcript:ATCG00620.1	45	54	53	69
transcript:ATCG00850.1	1	0	0	1
transcript:ATCG00880.1	0	1	1	0
transcript:ATCG00910.1	1	1	0	0
transcript:ATCG00930.1	180	185	213	232
transcript:ATCG00940.1	3124	5034	4855	4743
transcript:ATCG00980.1	3	11	5	3
transcript:ATCG00990.1	5	5	5	4
transcript:ATCG01030.1	0	0	2	1
transcript:ATCG01140.1	7	1	3	2
transcript:ATCG01150.1	3	11	10	5
transcript:ATCG01190.1	3116	4931	4815	4662
transcript:ATCG01200.1	186	201	203	189
transcript:ATCG01220.1	2	1	0	1
transcript:ATCG01260.1	0	0	1	0
transcript:ATCG01290.1	0	0	0	1
